model,query,车辆候选列表,id,大类|小类,answer原数据,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案.1,是否包含价格,price_min,正确答案.2,价格下限,price_max,正确答案.3,think_time,价格上限,问题,备注,标注人,Unnamed: 28
Qwen2.5-192B-Instruct,从夫子庙到禄口机场选特价拼车，要新能源车更省钱。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|7.87|
|1|滴滴|推荐|特惠快车|9.51|
|2|滴滴|推荐|滴滴快车|9.57|
|3|滴滴|拼车|特价拼车|3.74-5.33|
|4|滴滴|拼车|极速拼车|6.13-7.20|
|5|滴滴|特价|花小猪外接版|7.13|
|6|滴滴|特价|惊喜特价|8.95|
|7|滴滴|快速|曹操出行|8.92|
|8|滴滴|快速|出租车|9.93|
|9|滴滴|快速|滴滴轻享|12.55|
|10|滴滴|快速|滴滴特快|13.14|
|11|滴滴|舒适|滴滴专车|10.93|
|12|滴滴|舒适|滴滴豪华车|15.70|
|13|滴滴|六座|六座专车|24.40|
|14|滴滴|六座|六座豪华车|25.43|",3,拼车|特价拼车,"[{""app"": ""无"", ""category"": ""特价拼车"", ""mode"": ""新能源车"", ""price"": True, ""price_min"": -1, ""price_max"": 0, ""fast"": False}]",无,,无,特价拼车,无,无,新能源车,特价拼车,特价拼车,TRUE,FALSE,FALSE,-1,0,0,0,,1.110771656,0,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”,其他",query没有价格要求,陆迎,
Qwen2.5-32B-Instruct,两人去新街口，选特价里的惊喜特价。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|23.63|
|1|滴滴|推荐|特惠快车|24.93|
|2|滴滴|推荐|滴滴快车|26.97|
|3|滴滴|拼车|特价拼车|20.31-21.86|
|4|滴滴|特价|花小猪外接版|28.54|
|5|滴滴|特价|惊喜特价|29.44|
|6|滴滴|快速|曹操出行|45.81|
|7|滴滴|快速|出租车|46.91|
|8|滴滴|快速|滴滴轻享|48.78|
|9|滴滴|快速|滴滴特快|49.27|
|10|滴滴|舒适|滴滴专车|71.23|
|11|滴滴|六座|六座专车|83.78|",5,特价|惊喜特价,"[{""app"": ""无"", ""category"": ""特价"", ""mode"": ""惊喜特价"", ""price"": True, ""price_min"": -1, ""price_max"": 0, ""fast"": False}]",无,,无,特价,无,无,惊喜特价,,惊喜特价,TRUE,FALSE,FALSE,-1,0,0,0,,1.082156897,0,其他,车大类范围太广,王笑,
Qwen2.5-441B-Instruct,叫一辆六座专车去机场，行李较多需要大空间。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|21.93|
|1|滴滴|推荐|特惠快车|23.36|
|2|滴滴|推荐|滴滴快车|24.30|
|3|滴滴|推荐|特快出租车|24.40|
|4|滴滴|拼车|特价拼车|18.46-20.35|
|5|滴滴|拼车|极速拼车|17.94-19.37|
|6|滴滴|特价|花小猪外接版|27.84|
|7|滴滴|特价|惊喜特价|28.04|
|8|滴滴|快速|曹操出行|36.39|
|9|滴滴|快速|出租车|40.29|
|10|滴滴|快速|滴滴轻享|40.30|
|11|滴滴|舒适|滴滴专车|49.64|
|12|滴滴|舒适|滴滴豪华车|54.45|
|13|滴滴|六座|六座专车|67.84|
|14|滴滴|六座|六座豪华车|73.23|",13,六座|六座专车,"[{""app"": ""无"", ""category"": ""六座专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,六座专车,无,无,无,六座专车,六座专车,FALSE,,FALSE,0,,0,0,,1.118620157,0,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,
Qwen2.5-339B-Instruct,从陆家嘴到虹桥火车站，叫个六座专车，需要放行李。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|24.80|
|1|滴滴|推荐|特惠快车|25.43|
|2|滴滴|推荐|滴滴快车|26.13|
|3|滴滴|推荐|特快出租车|28.24|
|4|滴滴|拼车|特价拼车|24.30-26.05|
|5|滴滴|拼车|极速拼车|31.60-33.33|
|6|滴滴|特价|花小猪外接版|36.42|
|7|滴滴|特价|惊喜特价|38.39|
|8|滴滴|快速|曹操出行|50.31|
|9|滴滴|快速|出租车|51.49|
|10|滴滴|快速|滴滴轻享|55.36|
|11|滴滴|舒适|滴滴专车|69.76|
|12|滴滴|舒适|滴滴豪华车|72.26|
|13|滴滴|六座|六座专车|112.38|",13,六座|六座专车,"[{""app"": ""无"", ""category"": ""六座专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,六座专车,六座,六座,无,六座专车,六座专车,FALSE,,FALSE,0,,0,0,,1.130458593,0,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,杨丽丽,
Qwen2.5-32B-Instruct,"

去西湖，不接受快车。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|36-37|
|1|高德地图|     |特惠快车|41-41|
|2|高德地图|经济型|旗妙出行|43|
|3|高德地图|经济型|飞嘀打车|44|
|4|高德地图|经济型|阳光出行|44|
|5|高德地图|经济型|神州专车|44|
|6|高德地图|经济型|斑马快跑|44|
|7|高德地图|经济型|900出行|44|
|8|高德地图|经济型|及时用车|44|
|9|高德地图|经济型|365约车|45|
|10|高德地图|经济型|北京新出租|45|
|11|高德地图|经济型|聚的新出租|45|
|12|高德地图|经济型|AA出行|46|
|13|高德地图|经济型|深圳出租|46|
|14|高德地图|经济型|中交出行|46|
|15|高德地图|经济型|首汽约车|46|
|16|高德地图|经济型|腾飞出行|47|
|17|高德地图|经济型|曹操出行|47|
|18|高德地图|经济型|全民GO|47|
|19|高德地图|经济型|中军出行|47|
|20|高德地图|经济型|东潮出行|47|
|21|高德地图|特快车|undefined|47|
|22|高德地图|出租车|undefined|53|
|23|高德地图|优享型|风韵出行|59|
|24|高德地图|优享型|妥妥E行|59|
|25|高德地图|优享型|享道出行|60|
|26|高德地图|优享型|及时用车|60|
|27|高德地图|优享型|飞嘀打车|60|
|28|高德地图|优享型|环旅出行|60|
|29|高德地图|优享型|中交出行|60|
|30|高德地图|优享型|斑马快跑|61|
|31|高德地图|优享型|东潮出行|61|
|32|高德地图|轻享专车|undefined|66|
|33|高德地图|品质专车|undefined|72|
|34|高德地图|六座商务|undefined|79|
|35|高德地图|豪华型|undefined|105-110|","2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,31,32,33，34,35","
 经济型|旗妙出行,经济型|飞嘀打车,经济型|阳光出行,经济型|神州专车 ,经济型|900出行,经济型|及时用车,经济型|365约车,经济型|北京新出租,经济型|聚的新出租,经济型|AA出行,经济型|深圳出租,经济型|中交出行,经济型|首汽约车,经济型|腾飞出行,经济型|曹操出行,经济型|全民GO,经济型|中军出行,经济型|东潮出行,出租车|undefined,优享型|风韵出行,优享型|妥妥E行,优享型|享道出行,优享型|及时用车,优享型|飞嘀打车,优享型|环旅出行,优享型|中交出行 ,优享型|东潮出行,轻享专车|undefined,品质专车|undefined,六座商务|undefined,豪华型|undefined","[{""app"": ""无"", ""category"": ""不要快车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,不要快车,出租车，轻享专车，品质专车，六座商务，豪华型,出租车，轻享专车，品质专车，六座商务，豪华型,无,"
旗妙出行,飞嘀打车,阳光出行,神州专车,900出行,及时用车,365约车,北京新出租,聚的新出租,AA出行,深圳出租,中交出行,首汽约车,腾飞出行,曹操出行,全民GO,中军出行,东潮出行,风韵出行,妥妥E行,享道出行,环旅出行","
旗妙出行,飞嘀打车,阳光出行,神州专车,900出行,及时用车,365约车,北京新出租,聚的新出租,AA出行,深圳出租,中交出行,首汽约车,腾飞出行,曹操出行,全民GO,中军出行,东潮出行,风韵出行,妥妥E行,享道出行,环旅出行",FALSE,,FALSE,0,,0,0,,0,1.088452578,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,王笑,
Qwen2.5-32B-Instruct,"

打车去南京大学仙林校区，勾选特惠快车或特价拼车。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|43-45|
|1|高德地图|     |特惠快车|46-49|
|2|高德地图|经济型|神州专车|51|
|3|高德地图|经济型|北京的士|51|
|4|高德地图|经济型|全民GO|51|
|5|高德地图|经济型|腾飞出行|51|
|6|高德地图|经济型|T3出行|52|
|7|高德地图|经济型|如祺出行|52|
|8|高德地图|经济型|北京新出租|53|
|9|高德地图|经济型|星徽出行|53|
|10|高德地图|经济型|365约车|54|
|11|高德地图|经济型|曹操出行|54|
|12|高德地图|经济型|飞嘀打车|55|
|13|高德地图|经济型|首汽约车|55|
|14|高德地图|经济型|阳光出行|55|
|15|高德地图|特快车|undefined|56|
|16|高德地图|出租车|undefined|66|
|17|高德地图|优享型|飞嘀打车|68|
|18|高德地图|优享型|环旅出行|68|
|19|高德地图|优享型|腾飞出行|68|
|20|高德地图|优享型|旗妙出行|69|
|21|高德地图|优享型|东潮出行|69|
|22|高德地图|优享型|T3出行|69|
|23|高德地图|优享型|全民GO|70|
|24|高德地图|优享型|风韵出行|70|
|25|高德地图|优享型|星徽出行|70|
|26|高德地图|优享型|及时用车|70|
|27|高德地图|优享型|曹操出行|72|
|28|高德地图|优享型|斑马快跑|72|
|29|高德地图|优享型|首汽约车|72|
|30|高德地图|优享型|享道出行|72|
|31|高德地图|轻享专车|undefined|75|
|32|高德地图|品质专车|undefined|85|
|33|高德地图|六座商务|undefined|96|
|34|高德地图|豪华型|undefined|119-122|","0,1","|极速拼车,|特惠快车","[{""app"": ""无"", ""category"": ""特惠快车, 特价拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"特惠快车, 特价拼车",无,无,无,特惠快车,特惠快车,FALSE,,FALSE,0,,0,0,,0,1.230089664,直接命中车小类关键字但answer中没有或错误,,唐楠,
Qwen2.5-32B-Instruct,"

打车去大梅沙，不要超79元。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|12-15|
|1|高德地图|     |特惠快车|14-16|
|2|高德地图|经济型|妥妥E行|15|
|3|高德地图|经济型|享道出行|15|
|4|高德地图|经济型|900出行|15|
|5|高德地图|经济型|及时用车|15|
|6|高德地图|经济型|如祺出行|15|
|7|高德地图|经济型|飞嘀打车|16|
|8|高德地图|经济型|365约车|16|
|9|高德地图|经济型|聚的新出租|16|
|10|高德地图|经济型|北京新出租|17|
|11|高德地图|经济型|AA出行|17|
|12|高德地图|经济型|曹操出行|17|
|13|高德地图|经济型|神州专车|18|
|14|高德地图|经济型|首汽约车|18|
|15|高德地图|经济型|斑马快跑|19|
|16|高德地图|经济型|T3出行|19|
|17|高德地图|特快车|undefined|19|
|18|高德地图|出租车|undefined|20|
|19|高德地图|优享型|妥妥E行|21|
|20|高德地图|优享型|旗妙出行|21|
|21|高德地图|优享型|及时用车|21|
|22|高德地图|优享型|飞嘀打车|23|
|23|高德地图|优享型|阳光出行|23|
|24|高德地图|优享型|AA出行|23|
|25|高德地图|优享型|曹操出行|24|
|26|高德地图|优享型|星徽出行|24|
|27|高德地图|优享型|环旅出行|24|
|28|高德地图|优享型|神州专车|25|
|29|高德地图|优享型|首汽约车|25|
|30|高德地图|优享型|斑马快跑|25|
|31|高德地图|轻享专车|undefined|24|
|32|高德地图|品质专车|undefined|29|
|33|高德地图|六座商务|undefined|32|
|34|高德地图|豪华型|undefined|52-53|",无,无|无,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 79, ""fast"": False}]",无,,无,无,,无,无,,无,TRUE,,TRUE,0,,0,79,,79,1.056070566,,,王笑,
Qwen2.5-32B-Instruct,"

打个舒适型的车去西湖，便宜点的车型。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|18.55|
|1|滴滴|推荐|特惠快车|19.57|
|2|滴滴|推荐|滴滴快车|20.34|
|3|滴滴|推荐|特快出租车|21.33|
|4|滴滴|拼车|特价拼车|15.13-16.98|
|5|滴滴|拼车|极速拼车|19.99-21.91|
|6|滴滴|拼车|滴滴小巴|18.28-20.00|
|7|滴滴|特价|花小猪外接版|28.30|
|8|滴滴|特价|惊喜特价|30.98|
|9|滴滴|快速|曹操出行|32.38|
|10|滴滴|快速|出租车|33.31|
|11|滴滴|快速|滴滴轻享|33.45|
|12|滴滴|快速|滴滴特快|33.61|
|13|滴滴|快速|滴滴优享|34.86|
|14|滴滴|快速|滴滴快车|35.60|
|15|滴滴|快速|宽敞好车|35.84|
|16|滴滴|快速|方舟行|36.16|
|17|滴滴|快速|长沙新出租|36.61|
|18|滴滴|快速|武汉新出租|38.01|
|19|滴滴|舒适|滴滴专车|45.51|
|20|滴滴|舒适|滴滴豪华车|49.73|
|21|滴滴|六座|六座专车|74.08|
|22|滴滴|六座|六座豪华车|78.36|","19,20","舒适|滴滴专车,舒适|滴滴豪华车","[{""app"": ""无"", ""category"": ""舒适型的车"", ""mode"": ""无"", ""price"": True, ""price_min"": -1, ""price_max"": 0, ""fast"": False}]",无,,无,舒适型的车,舒适,舒适,无,,无,TRUE,,TRUE,-1,,-1,0,,0,1.117403269,直接命中车大类关键字但answer中没有或错误,,万晓蓉,
Qwen2.5-578B-Instruct,预约滴滴豪华车从广州塔到白云机场，优先派车。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|6.66|
|1|滴滴|推荐|特惠快车|8.00|
|2|滴滴|推荐|滴滴快车|8.92|
|3|滴滴|拼车|特价拼车|5.76-7.13|
|4|滴滴|拼车|极速拼车|7.93-9.20|
|5|滴滴|特价|花小猪外接版|8.37|
|6|滴滴|特价|惊喜特价|9.49|
|7|滴滴|快速|曹操出行|14.56|
|8|滴滴|快速|出租车|14.73|
|9|滴滴|快速|滴滴轻享|17.11|
|10|滴滴|快速|滴滴特快|18.01|
|11|滴滴|舒适|滴滴专车|19.82|
|12|滴滴|舒适|滴滴豪华车|23.01|
|13|滴滴|六座|六座专车|28.36|
|14|滴滴|六座|六座豪华车|28.72|","12,14","舒适|滴滴豪华车,六座|六座豪华车","[{""app"": ""滴滴"", ""category"": ""舒适型的专车"", ""mode"": ""豪华车"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,舒适型的专车,舒适,舒适,豪华车,"滴滴豪华车,六座豪华车","滴滴豪华车,六座豪华车",FALSE,,FALSE,0,,0,0,,1.145949602,0,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,
Qwen2.5-32B-Instruct,"

打车去南京林业大学，勾选特快出租车、曹操出行或极速拼车。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|25.24|
|1|滴滴|推荐|特惠快车|25.25|
|2|滴滴|推荐|滴滴快车|25.27|
|3|滴滴|推荐|特快出租车|27.91|
|4|滴滴|拼车|特价拼车|24.64-26.04|
|5|滴滴|拼车|极速拼车|29.49-30.93|
|6|滴滴|特价|花小猪外接版|36.72|
|7|滴滴|特价|惊喜特价|40.05|
|8|滴滴|快速|曹操出行|45.27|
|9|滴滴|快速|出租车|48.17|
|10|滴滴|快速|滴滴轻享|50.03|
|11|滴滴|快速|滴滴特快|50.34|
|12|滴滴|舒适|滴滴专车|60.17|
|13|滴滴|舒适|滴滴豪华车|61.29|
|14|滴滴|六座|六座专车|119.83|
|15|滴滴|六座|六座豪华车|120.04|","3,5,8,9","推荐|特快出租车,
拼车|极速拼车,
快速|曹操出行,
快速|出租车","[{""app"": ""无"", ""category"": ""特快出租车, 极速拼车"", ""mode"": ""曹操出行"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"特快出租车, 极速拼车",无,无,曹操出行,"特快出租车,极速拼车,曹操出行,出租车","特快出租车,极速拼车,曹操出行,出租车",FALSE,,FALSE,0,,0,0,,0,1.213615894,直接命中车小类关键字但answer中没有或错误,,顾存虹,
Qwen2.5-32B-Instruct,"

打车去小梅沙，拼车不考虑","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|3.90|
|1|滴滴|推荐|特惠快车|7.36|
|2|滴滴|推荐|滴滴快车|8.01|
|3|滴滴|拼车|特价拼车|1.97-3.49|
|4|滴滴|拼车|极速拼车|1.13-3.04|
|5|滴滴|特价|花小猪外接版|5.75|
|6|滴滴|特价|惊喜特价|7.60|
|7|滴滴|快速|曹操出行|7.60|
|8|滴滴|快速|出租车|9.23|
|9|滴滴|快速|滴滴轻享|9.59|
|10|滴滴|快速|滴滴特快|11.74|
|11|滴滴|舒适|滴滴专车|13.54|
|12|滴滴|舒适|滴滴豪华车|18.26|
|13|滴滴|六座|六座专车|22.03|",0，1，2，5，6，7，8，9，10，11，12，13,推荐|花小猪正价版，推荐|特惠快车，推荐|滴滴快车，特价|花小猪外接版，特价|惊喜特价，快速|曹操出行，快速|出租车，快速|滴滴轻享，快速|滴滴特快，舒适|滴滴专车，舒适|滴滴豪华车，六座|六座专车,"[{""app"": ""无"", ""category"": ""不要拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,不要拼车,"推荐，特价，快速，舒适，六座

 ","推荐，特价，快速，舒适，六座

 ",无,,无,FALSE,,FALSE,0,,0,0,,0,1.119488716,直接命中车大类关键字但answer中没有或错误,,陆迎,
Qwen2.5-32B-Instruct,"

拼个车到户部巷，二十元以内。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|17-20|
|1|高德地图|     |特惠快车|20-22|
|2|高德地图|经济型|旅程出租|20|
|3|高德地图|经济型|添猫出行|20|
|4|高德地图|经济型|妥妥E行|20|
|5|高德地图|经济型|及时用车|21|
|6|高德地图|经济型|曹操出行|21|
|7|高德地图|经济型|飞嘀打车|21|
|8|高德地图|经济型|深圳出租|22|
|9|高德地图|经济型|斑马快跑|22|
|10|高德地图|经济型|阳光出行|22|
|11|高德地图|经济型|北京的士|22|
|12|高德地图|经济型|T3出行|22|
|13|高德地图|经济型|橄榄新出租|23|
|14|高德地图|经济型|中交出行|23|
|15|高德地图|经济型|国泰出租|24|
|16|高德地图|经济型|聚的新出租|24|
|17|高德地图|特快车|超值体验 更快上车|24|
|18|高德地图|出租车|车多应答快|28|
|19|高德地图|优享型|腾飞出行|28|
|20|高德地图|优享型|全民GO|28|
|21|高德地图|优享型|风韵出行|28|
|22|高德地图|优享型|优e出行特选|28|
|23|高德地图|优享型|AA出行|28|
|24|高德地图|优享型|及时用车|29|
|25|高德地图|优享型|飞嘀打车|29|
|26|高德地图|优享型|神州专车|31|
|27|高德地图|优享型|环旅出行|32|
|28|高德地图|优享型|享道出行|32|
|29|高德地图|轻享专车|静音不打扰 整洁无异味|32|
|30|高德地图|品质专车|静音不打扰 整洁无异味|34|
|31|高德地图|六座商务|宽敞空间 商务体验|41|
|32|高德地图|豪华型|车型高端 服务专业|43|
|33|高德地图|经济|首汽约车|50|
|34|高德地图|拼车|特惠快车|53|
|35|高德地图|特价出发|惊喜特价|57|
|36|高德地图|快速出发|无|64|
|37|高德地图|惠享专车|好车好服务|72|
|38|高德地图|惠享专车|阳光出行|73|
|39|高德地图|推荐|极速拼车|79|
|40|高德地图|豪华型|undefined|63-67|","0,34,39","    |极速拼车,拼车|特惠快车,推荐|极速拼车","[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 10, ""fast"": False}]",无,,无,拼车,"拼车,推荐","拼车,推荐",无,,无,TRUE,,TRUE,0,,0,20,,20,1.097706556,直接命中车大类关键字但answer中没有或错误,,杨丽丽,
Qwen2.5-32B-Instruct,青岛五四广场到流亭机场，希望尽快安排一辆车。,"|序号id|应用名称|车型大类|车辆类型|价格|
 |---|---|---|---|---|
 |0|滴滴|推荐|花小猪正价版|4.90|
 |1|滴滴|推荐|特惠快车|5.98|
 |2|滴滴|推荐|滴滴快车|6.49|
 |3|滴滴|拼车|特价拼车|2.81-4.28|
 |4|滴滴|拼车|极速拼车|9.71-11.31|
 |5|滴滴|特价|花小猪外接版|5.73|
 |6|滴滴|特价|惊喜特价|7.87|
 |7|滴滴|特价|特惠快车|9.61|
 |8|滴滴|快速|曹操出行|8.41|
 |9|滴滴|快速|出租车|9.31|
 |10|滴滴|快速|滴滴轻享|10.28|
 |11|滴滴|快速|滴滴特快|11.36|
 |12|滴滴|快速|滴滴优享|14.33|
 |13|滴滴|舒适|滴滴专车|16.17|
 |14|滴滴|六座|六座专车|28.14|
 |15|滴滴|六座|六座豪华车|28.84|",无,无|无,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": True}]",无,,无,无,,无,无,,无,FALSE,,FALSE,0,,0,0,,0.952199936,0,,,闫宸威,
Qwen2.5-32B-Instruct,"

要个特惠快车去禄口机场，不能超30元。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|9-10|
|1|高德地图|     |特惠快车|10-11|
|2|高德地图|经济型|妥妥E行|11|
|3|高德地图|经济型|如祺出行|11|
|4|高德地图|经济型|飞嘀打车|12|
|5|高德地图|经济型|北京新出租|12|
|6|高德地图|经济型|阳光出行|12|
|7|高德地图|经济型|365约车|13|
|8|高德地图|经济型|AA出行|13|
|9|高德地图|经济型|曹操出行|14|
|10|高德地图|经济型|中交出行|14|
|11|高德地图|经济型|神州专车|14|
|12|高德地图|经济型|首汽约车|14|
|13|高德地图|经济型|斑马快跑|15|
|14|高德地图|经济型|北京的士|15|
|15|高德地图|经济型|东潮出行|15|
|16|高德地图|特快车|undefined|16|
|17|高德地图|出租车|undefined|18|
|18|高德地图|优享型|斑马快跑|15|
|19|高德地图|优享型|AA出行|16|
|20|高德地图|优享型|环旅出行|17|
|21|高德地图|优享型|曹操出行|17|
|22|高德地图|优享型|中交出行|17|
|23|高德地图|优享型|火箭出行|18|
|24|高德地图|优享型|全民GO|18|
|25|高德地图|轻享专车|undefined|20|
|26|高德地图|品质专车|undefined|21|
|27|高德地图|六座商务|undefined|24|
|28|高德地图|豪华型|undefined|43-48|",1,     |特惠快车,"[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 30, ""fast"": False}]",无,,无,特惠快车,无,无,无,特惠快车,特惠快车,TRUE,,TRUE,0,,0,30,,30,1.146984339,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,王笑,
Qwen2.5-32B-Instruct,"

从南邮打车到南财，限拼车。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|41-44|
|1|高德地图|     |特惠快车|45-46|
|2|高德地图|经济型|飞嘀打车|48|
|3|高德地图|经济型|北京的士|48|
|4|高德地图|经济型|900出行|48|
|5|高德地图|经济型|腾飞出行|48|
|6|高德地图|经济型|中交出行|49|
|7|高德地图|经济型|东潮出行|49|
|8|高德地图|经济型|有序出行|49|
|9|高德地图|经济型|AA出行|50|
|10|高德地图|经济型|中军出行|50|
|11|高德地图|经济型|如祺出行|50|
|12|高德地图|经济型|聚的新出租|51|
|13|高德地图|经济型|曹操出行|51|
|14|高德地图|经济型|及时用车|51|
|15|高德地图|经济型|首汽约车|51|
|16|高德地图|经济型|斑马快跑|52|
|17|高德地图|经济型|妥妥E行|52|
|18|高德地图|经济型|5U出行|52|
|19|高德地图|经济型|阳光出行|52|
|20|高德地图|特快车|undefined|54|
|21|高德地图|出租车|undefined|63|
|22|高德地图|优享型|神州专车|65|
|23|高德地图|优享型|环旅出行|65|
|24|高德地图|优享型|火箭出行|66|
|25|高德地图|优享型|旗妙出行|66|
|26|高德地图|优享型|东潮出行|66|
|27|高德地图|优享型|T3出行|67|
|28|高德地图|优享型|风韵出行|67|
|29|高德地图|优享型|星徽出行|67|
|30|高德地图|优享型|享道出行|67|
|31|高德地图|优享型|飞嘀打车|67|
|32|高德地图|优享型|及时用车|68|
|33|高德地图|优享型|曹操出行|69|
|34|高德地图|优享型|妥妥E行|69|
|35|高德地图|优享型|阳光出行|69|
|36|高德地图|轻享专车|undefined|75|
|37|高德地图|品质专车|undefined|80|
|38|高德地图|六座商务|undefined|91|
|39|高德地图|豪华型|undefined|118-119|",0,     |极速拼车,"[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,拼车,无,无,无,极速拼车,极速拼车,FALSE,,FALSE,0,,0,0,,0,1.131072044,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,
Qwen2.5-32B-Instruct,"

用高德打的去杭州东站，要100元以内。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|44-46|
|1|高德地图|     |特惠快车|50-53|
|2|高德地图|经济型|旅程出租|53|
|3|高德地图|经济型|日初出行|53|
|4|高德地图|经济型|享道出行|54|
|5|高德地图|经济型|北京新出租|54|
|6|高德地图|经济型|曹操出行|54|
|7|高德地图|经济型|AA出行|55|
|8|高德地图|经济型|900出行|55|
|9|高德地图|经济型|方舟行|55|
|10|高德地图|经济型|阳光出行|55|
|11|高德地图|经济型|有序出行|56|
|12|高德地图|经济型|渔阳出行|56|
|13|高德地图|经济型|中军出行|56|
|14|高德地图|经济型|国泰出租|56|
|15|高德地图|经济型|聚的新出租|56|
|16|高德地图|经济型|易至出行|57|
|17|高德地图|特快车|超值体验 更快上车|60|
|18|高德地图|出租车|车多应答快|67|
|19|高德地图|优享型|旗妙出行|74|
|20|高德地图|优享型|全民GO|75|
|21|高德地图|优享型|火箭出行|75|
|22|高德地图|优享型|风韵出行|76|
|23|高德地图|优享型|首汽约车|76|
|24|高德地图|优享型|东潮出行|76|
|25|高德地图|优享型|享道出行|76|
|26|高德地图|轻享专车|静音不打扰 整洁无异味|83|
|27|高德地图|品质专车|静音不打扰 整洁无异味|91|
|28|高德地图|六座商务|宽敞空间 商务体验|101|
|29|高德地图|豪华型|车型高端 服务专业|108|
|30|高德地图|经济|首汽约车|120|
|31|高德地图|拼车|特惠快车|132|
|32|高德地图|特价出发|惊喜特价|145|
|33|高德地图|快速出发|无|157|
|34|高德地图|惠享专车|及时用车|173|
|35|高德地图|推荐|极速拼车|192|
|36|高德地图|推荐|推荐专车|192|
|37|高德地图|豪华型|undefined|127-131|",无,无|无,"[{""app"": ""高德"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 100, ""fast"": False}]",高德,,高德,无,,无,无,,无,TRUE,,TRUE,0,,0,100,,100,1.0922966,,,陆迎,
