车列表名称,车列表参数,组合场景,车列表,sysSessionId,模型1返回结果,input,output,output标准答案,模型2返回结果,模型2标准答案,模型1三大项标注,模型1最快打车意图标注,app字段准确性,category，mode车型字段准确性,"price，price_min, price_max价格字段准确性",fast最快打车意图字段准确性,模型2准确率,模型2召回率,
,,重庆万州到涪陵，价格40元之上，同步滴滴包车和城际拼车,滴滴车列表,sessionId20250606lhx2068,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n重庆万州到涪陵，价格40元之上，同步滴滴包车和城际拼车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""重庆万州到涪陵，价格40元之上，同步滴滴包车和城际拼车\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""包车, 城际拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 40, ""price_max"": 100000, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""包车, 城际拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 40, ""price_max"": 100000, ""fast"": false}]
```",['24'],['24'],1,1,1,1,1,1,1,1,
,,西安大唐芙蓉园到华清池，差不多25元，组合特快出租车和滴滴专车,滴滴车列表,sessionId20250606lhx2069,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n西安大唐芙蓉园到华清池，差不多25元，组合特快出租车和滴滴专车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""西安大唐芙蓉园到华清池，差不多25元，组合特快出租车和滴滴专车\""}""}]","```json
[{""app"": ""无"", ""category"": ""特快出租车, 滴滴专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 25, ""price_max"": 25, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特快出租车, 滴滴专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 25, ""price_max"": 25, ""fast"": false}]
```",['28'],['28'],1,1,1,1,1,1,1,1,
,,武汉长江大桥到归元寺，绝对不超过30元，混合六座专车和特惠快车,滴滴车列表,sessionId20250606lhx2070,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n武汉长江大桥到归元寺，绝对不超过30元，混合六座专车和特惠快车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""武汉长江大桥到归元寺，绝对不超过30元，混合六座专车和特惠快车\""}""}]","```json
[{""app"": ""无"", ""category"": ""混合六座专车, 特惠快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 30, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""混合六座专车, 特惠快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 30, ""fast"": false}]
```","['2', '7']","['2','7']",1,1,1,1,1,1,1,1,
,,北京鸟巢到奥林匹克公园，死死锁住18元，组合特惠快车和花小猪外接版,滴滴车列表,sessionId20250606lhx2071,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n北京鸟巢到奥林匹克公园，死死锁住18元，组合特惠快车和花小猪外接版\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""北京鸟巢到奥林匹克公园，死死锁住18元，组合特惠快车和花小猪外接版\""}""}]","```json
[{""app"": ""无"", ""category"": ""特惠快车, 花小猪外接版"", ""mode"": ""无"", ""price"": true, ""price_min"": 18, ""price_max"": 18, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特惠快车, 花小猪外接版"", ""mode"": ""无"", ""price"": true, ""price_min"": 18, ""price_max"": 18, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,上海七宝老街到豫园，必须控制在15元，混合曹操出行和极速拼车,滴滴车列表,sessionId20250606lhx2072,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n上海七宝老街到豫园，必须控制在15元，混合曹操出行和极速拼车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""上海七宝老街到豫园，必须控制在15元，混合曹操出行和极速拼车\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""曹操出行, 极速拼车"", ""price"": true, ""price_min"": 0, ""price_max"": 15, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""曹操出行, 极速拼车"", ""price"": true, ""price_min"": 0, ""price_max"": 15, ""fast"": false}]
```","['1', '4', '5', '9']","['1', '4', '5', '9']",1,1,1,1,1,1,1,1,
,,广州陈家祠到沙面岛，一口价12元，同步出租车和特价拼车,滴滴车列表,sessionId20250606lhx2073,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n广州陈家祠到沙面岛，一口价12元，同步出租车和特价拼车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""广州陈家祠到沙面岛，一口价12元，同步出租车和特价拼车\""}""}]","```json
[{""app"": ""无"", ""category"": ""出租车, 特价拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 12, ""price_max"": 12, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""出租车, 特价拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 12, ""price_max"": 12, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,深圳华侨城到世界之窗，绝对不超过10元，双选滴滴快车和惊喜特价,滴滴车列表,sessionId20250606lhx2074,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n深圳华侨城到世界之窗，绝对不超过10元，双选滴滴快车和惊喜特价\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""深圳华侨城到世界之窗，绝对不超过10元，双选滴滴快车和惊喜特价\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""快车, 惊喜特价"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 10, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""快车, 惊喜特价"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 10, ""fast"": false}]
```","['7', '22']","['7', '8', '22']",1,1,1,1,1,1,1,0.67,
,,成都浣花溪到杜甫草堂，死死压住9元，组合花小猪正价版车型和曹操出行车型的车,滴滴车列表,sessionId20250606lhx2075,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n成都浣花溪到杜甫草堂，死死压住9元，组合花小猪正价版车型和曹操出行车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""成都浣花溪到杜甫草堂，死死压住9元，组合花小猪正价版车型和曹操出行车型的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""花小猪正价版, 曹操出行"", ""price"": true, ""price_min"": 9, ""price_max"": 9, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""花小猪正价版, 曹操出行"", ""price"": true, ""price_min"": 9, ""price_max"": 9, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,杭州运河广场到雷峰塔，固定价11元，联动特惠快车和出租车,滴滴车列表,sessionId20250606lhx2076,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n杭州运河广场到雷峰塔，固定价11元，联动特惠快车和出租车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""杭州运河广场到雷峰塔，固定价11元，联动特惠快车和出租车\""}""}]","```json
[{""app"": ""无"", ""category"": ""特惠快车, 出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 11, ""price_max"": 11, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特惠快车, 出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 11, ""price_max"": 11, ""fast"": false}]
```","['2', '10']","['2','10']",1,1,1,1,1,1,1,1,
,,南京雨花台到总统府，严格卡死14元，使用极速拼车车型和滴滴快车车型,滴滴车列表,sessionId20250606lhx2077,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n南京雨花台到总统府，严格卡死14元，使用极速拼车车型和滴滴快车车型\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南京雨花台到总统府，严格卡死14元，使用极速拼车车型和滴滴快车车型\""}""}]","```json
[{""app"": ""无"", ""category"": ""极速拼车, 滴滴快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 14, ""price_max"": 14, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""极速拼车, 滴滴快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 14, ""price_max"": 14, ""fast"": false}]
```","['3', '12']","['3', '12']",1,1,1,1,1,1,1,1,
,,重庆磁器口到白公馆，必须9.9元，同步特价拼车和特快出租车,滴滴车列表,sessionId20250606lhx2078,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n重庆磁器口到白公馆，必须9.9元，同步特价拼车和特快出租车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""重庆磁器口到白公馆，必须9.9元，同步特价拼车和特快出租车\""}""}]","```json
[{""app"": ""无"", ""category"": ""特价拼车, 特快出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 9.9, ""price_max"": 9.9, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特价拼车, 特快出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 9.9, ""price_max"": 9.9, ""fast"": false}]
```",['10'],['10'],1,1,1,1,1,1,1,1,
,,西安大明宫到碑林，死死压在13元，使用曹操出行车型和花小猪外接版车型的车,滴滴车列表,sessionId20250606lhx2079,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n西安大明宫到碑林，死死压在13元，使用曹操出行车型和花小猪外接版车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""西安大明宫到碑林，死死压在13元，使用曹操出行车型和花小猪外接版车型的车\""}""}]","```json
[{""app"": ""曹操出行"", ""category"": ""无"", ""mode"": ""曹操出行"", ""price"": true, ""price_min"": 0, ""price_max"": 13, ""fast"": false}, {""app"": ""花小猪"", ""category"": ""无"", ""mode"": ""花小猪外接版"", ""price"": true, ""price_min"": 0, ""price_max"": 13, ""fast"": false}]
```","```json
[{""app"": ""曹操出行"", ""category"": ""无"", ""mode"": ""曹操出行"", ""price"": true, ""price_min"": 0, ""price_max"": 13, ""fast"": false}, {""app"": ""花小猪"", ""category"": ""无"", ""mode"": ""花小猪外接版"", ""price"": true, ""price_min"": 0, ""price_max"": 13, ""fast"": false}]
```",['6'],"['6','9']",1,1,1,1,1,1,1,0.5,
,,武汉琴台到归元寺，一口价16元，混合滴滴专车和特惠快车,滴滴车列表,sessionId20250606lhx2080,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n武汉琴台到归元寺，一口价16元，混合滴滴专车和特惠快车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""武汉琴台到归元寺，一口价16元，混合滴滴专车和特惠快车\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""专车, 特惠快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 16, ""price_max"": 16, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""专车, 特惠快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 16, ""price_max"": 16, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,北京簋街到三里屯，差不多15元，组合特快出租车和极速拼车,滴滴车列表,sessionId20250606lhx2081,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n北京簋街到三里屯，差不多15元，组合特快出租车和极速拼车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""北京簋街到三里屯，差不多15元，组合特快出租车和极速拼车\""}""}]","```json
[{""app"": ""无"", ""category"": ""特快出租车, 极速拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 15, ""price_max"": 15, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特快出租车, 极速拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 15, ""price_max"": 15, ""fast"": false}]
```","['11', '12', '13', '26', '27']","['11', '12', '13']",1,1,1,1,1,1,0,1,
,,上海田子坊到新天地，预算18元上下，混合花小猪正价版和滴滴快车,滴滴车列表,sessionId20250606lhx2082,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n上海田子坊到新天地，预算18元上下，混合花小猪正价版和滴滴快车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""上海田子坊到新天地，预算18元上下，混合花小猪正价版和滴滴快车\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""花小猪正价版, 滴滴快车"", ""price"": true, ""price_min"": 18, ""price_max"": 18, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""花小猪正价版, 滴滴快车"", ""price"": true, ""price_min"": 18, ""price_max"": 18, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,广州北京路到上下九，最多12元，同步特价拼车和曹操出行,滴滴车列表,sessionId20250606lhx2083,"{'appName': '', 'carModelRelated': True, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n广州北京路到上下九，最多12元，同步特价拼车和曹操出行\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""广州北京路到上下九，最多12元，同步特价拼车和曹操出行\""}""}]","```json
[{""app"": ""无"", ""category"": ""特价拼车"", ""mode"": ""曹操出行"", ""price"": true, ""price_min"": 0, ""price_max"": 12, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特价拼车"", ""mode"": ""曹操出行"", ""price"": true, ""price_min"": 0, ""price_max"": 12, ""fast"": false}]
```","['1', '4']","['1', '4']",1,1,1,1,1,1,1,1,
,,深圳大梅沙到中英街，10元到15元之间，选择出租车车型和惊喜特价车型,滴滴车列表,sessionId20250606lhx2084,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n深圳大梅沙到中英街，10元到15元之间，选择出租车车型和惊喜特价车型\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""深圳大梅沙到中英街，10元到15元之间，选择出租车车型和惊喜特价车型\""}""}]","```json
[{""app"": ""无"", ""category"": ""出租车, 惊喜特价车型"", ""mode"": ""无"", ""price"": true, ""price_min"": 10, ""price_max"": 15, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""出租车, 惊喜特价车型"", ""mode"": ""无"", ""price"": true, ""price_min"": 10, ""price_max"": 15, ""fast"": false}]
```","['10', '12', '29']","['10','12','29']",1,1,1,1,1,1,1,1,
,,成都东郊记忆到建设路，死死压在8元内，组合特惠快车和花小猪外接版,滴滴车列表,sessionId20250606lhx2085,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n成都东郊记忆到建设路，死死压在8元内，组合特惠快车和花小猪外接版\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""成都东郊记忆到建设路，死死压在8元内，组合特惠快车和花小猪外接版\""}""}]","```json
[{""app"": ""无"", ""category"": ""特惠快车, 花小猪外接版"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 8, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特惠快车, 花小猪外接版"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 8, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,杭州灵隐寺到龙井村，差不多20元，联动滴滴快车和特快出租车,滴滴车列表,sessionId20250606lhx2086,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n杭州灵隐寺到龙井村，差不多20元，联动滴滴快车和特快出租车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""杭州灵隐寺到龙井村，差不多20元，联动滴滴快车和特快出租车\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""快车, 特快出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 20, ""price_max"": 20, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""快车, 特快出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 20, ""price_max"": 20, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,南京玄武湖到鸡鸣寺，预算9元上下，选择极速拼车车型和曹操出行车型的车,滴滴车列表,sessionId20250606lhx2087,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n南京玄武湖到鸡鸣寺，预算9元上下，选择极速拼车车型和曹操出行车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南京玄武湖到鸡鸣寺，预算9元上下，选择极速拼车车型和曹操出行车型的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""极速拼车, 曹操出行"", ""mode"": ""无"", ""price"": true, ""price_min"": 9, ""price_max"": 9, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""极速拼车, 曹操出行"", ""mode"": ""无"", ""price"": true, ""price_min"": 9, ""price_max"": 9, ""fast"": false}]
```",['5'],['5'],1,1,1,1,1,1,1,1,
,,重庆李子坝到鹅岭二厂，严格控制在7元内，同步特价拼车和出租车,滴滴车列表,sessionId20250606lhx2088,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n重庆李子坝到鹅岭二厂，严格控制在7元内，同步特价拼车和出租车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""重庆李子坝到鹅岭二厂，严格控制在7元内，同步特价拼车和出租车\""}""}]","```json
[{""app"": ""无"", ""category"": ""特价拼车, 出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 7, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特价拼车, 出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 7, ""fast"": false}]
```",['4'],['4'],1,1,1,1,1,1,1,1,
,,西安回民街到永兴坊，大约11元，使用花小猪外接版车型和滴滴快车车型,滴滴车列表,sessionId20250606lhx2089,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n西安回民街到永兴坊，大约11元，使用花小猪外接版车型和滴滴快车车型\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""西安回民街到永兴坊，大约11元，使用花小猪外接版车型和滴滴快车车型\""}""}]","```json
[{""app"": ""花小猪"", ""category"": ""无"", ""mode"": ""外接版车型"", ""price"": true, ""price_min"": 11, ""price_max"": 11, ""fast"": false}, {""app"": ""滴滴"", ""category"": ""无"", ""mode"": ""快车"", ""price"": true, ""price_min"": 11, ""price_max"": 11, ""fast"": false}]
```","```json
[{""app"": ""花小猪"", ""category"": ""无"", ""mode"": ""外接版车型"", ""price"": true, ""price_min"": 11, ""price_max"": 11, ""fast"": false}, {""app"": ""滴滴"", ""category"": ""无"", ""mode"": ""快车"", ""price"": true, ""price_min"": 11, ""price_max"": 11, ""fast"": false}]
```","['2', '10']","['2', '10']",1,1,1,1,1,1,1,1,
,,武汉昙华林到黄鹤楼，15元内解决，混合特惠快车和特快出租车,滴滴车列表,sessionId20250606lhx2090,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n武汉昙华林到黄鹤楼，15元内解决，混合特惠快车和特快出租车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""武汉昙华林到黄鹤楼，15元内解决，混合特惠快车和特快出租车\""}""}]","```json
[{""app"": ""无"", ""category"": ""特惠快车, 特快出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 15, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特惠快车, 特快出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 15, ""fast"": false}]
```","['2', '7', '10']","['2','7','10']",1,1,1,1,1,1,1,1,
,,北京潘家园到798，死死压到6.6元，组合极速拼车和惊喜特价,滴滴车列表,sessionId20250606lhx2091,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n北京潘家园到798，死死压到6.6元，组合极速拼车和惊喜特价\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""北京潘家园到798，死死压到6.6元，组合极速拼车和惊喜特价\""}""}]","```json
[{""app"": ""无"", ""category"": ""极速拼车, 惊喜特价"", ""mode"": ""无"", ""price"": true, ""price_min"": 6.6, ""price_max"": 6.6, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""极速拼车, 惊喜特价"", ""mode"": ""无"", ""price"": true, ""price_min"": 6.6, ""price_max"": 6.6, ""fast"": false}]
```",['4'],['4'],1,1,1,1,1,1,1,1,
,,上海世博园到陆家嘴，最多5元，混合特价拼车和花小猪正价版,滴滴车列表,sessionId20250606lhx2092,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n上海世博园到陆家嘴，最多5元，混合特价拼车和花小猪正价版\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""上海世博园到陆家嘴，最多5元，混合特价拼车和花小猪正价版\""}""}]","```json
[{""app"": ""无"", ""category"": ""混合特价拼车, 花小猪正价版"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 5, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""混合特价拼车, 花小猪正价版"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 5, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,广州小蛮腰到生物岛，预算3元上下，同步曹操出行和特惠快车,滴滴车列表,sessionId20250606lhx2093,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n广州小蛮腰到生物岛，预算3元上下，同步曹操出行和特惠快车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""广州小蛮腰到生物岛，预算3元上下，同步曹操出行和特惠快车\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""曹操出行, 特惠快车"", ""price"": true, ""price_min"": 3, ""price_max"": 3, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""曹操出行, 特惠快车"", ""price"": true, ""price_min"": 3, ""price_max"": 3, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,深圳盐田港到大鹏所城，死死锁住8.8元，双选出租车车型和极速拼车车型,滴滴车列表,sessionId20250606lhx2094,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n深圳盐田港到大鹏所城，死死锁住8.8元，双选出租车车型和极速拼车车型\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""深圳盐田港到大鹏所城，死死锁住8.8元，双选出租车车型和极速拼车车型\""}""}]","```json
[{""app"": ""无"", ""category"": ""出租车, 极速拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 8.8, ""price_max"": 8.8, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""出租车, 极速拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 8.8, ""price_max"": 8.8, ""fast"": false}]
```","['1', '5']","['1','5']",1,1,1,1,1,1,1,1,
,,成都锦江夜游线路，必须4.9元，组合花小猪外接版和特惠快车,滴滴车列表,sessionId20250606lhx2095,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n成都锦江夜游线路，必须4.9元，组合花小猪外接版和特惠快车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""成都锦江夜游线路，必须4.9元，组合花小猪外接版和特惠快车\""}""}]","```json
[{""app"": ""花小猪外接版"", ""category"": ""无"", ""mode"": ""特惠快车"", ""price"": true, ""price_min"": 4.9, ""price_max"": 4.9, ""fast"": false}]
```","```json
[{""app"": ""花小猪外接版"", ""category"": ""无"", ""mode"": ""特惠快车"", ""price"": true, ""price_min"": 4.9, ""price_max"": 4.9, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
