query,车辆候选列表,车型组合,category,category正确答案,mode,mode正确答案
坐车去广州长隆玩，珠江新城过去别超35元,[],[],,无,,无
晚上去深圳湾公园散步，85元左右比较合适,[],[],,无,,无
从济南趵突泉到奥体中心，20元以内能接受,[],[],,无,,无
预算90-110元，万象城到机场赶飞机,[],[],,无,,无
去佛山顺德清晖园考察，千灯湖出发25元上下,[],[],,无,,无
从郑州少林寺到东站接人，别超55元,[],[],,无,,无
打车到西安兵马俑参观，大雁塔出发最多60元以下,[],[],,无,,无
去厦门曾厝垵逛街，厦大过去10元左右车费,[],[],,无,,无
从合肥包公园到巢湖考察，别超过45元,[],[],,无,,无
坐车去天津滨海新区，之眼出发30元内,[],[],,无,,无
去深圳书城买资料，50元上下预算足够,[],[],,无,,无
从南宁青秀山到方特乐园，25元上下车费,[],[],,无,,无
打车到沈阳棋盘山，故宫出发差不多30块,[],[],,无,,无
去苏州同里古镇游玩，金鸡湖过去40块左右,[],[],,无,,无
从武汉黄鹤楼到东湖开会，20元上下浮动,[],[],,无,,无
费用35元左右，南山科技园到福田口岸通关,[],[],,无,,无
去杭州西湖见客户，阿里巴巴园区出发18块差不多,[],[],,无,,无
从重庆洪崖洞到磁器口吃火锅，别超25元,[],[],,无,,无
预算50-60元，福州上下杭到平潭岛考察,[],[],,无,,无
去大鹏地质公园调研，75元以上预算充足,[],[],,无,,无
从南京夫子庙到中山陵参观，15到20元内,[],[],,无,,无
晚上去华侨城OCT创意园，差不多150元车费,[],[],,无,,无
坐车到成都天府机场，宽窄巷子出发45元以内,[],[],,无,,无
去长沙岳麓山考察，橘子洲头出发25-30元,[],[],,无,,无
从东莞虎门到广州南站，最多40元以下,[],[],,无,,无
打车去青岛崂山景区，栈桥出发严格18-22元,[],[],,无,,无
去深圳坪山高铁站赶车，60元内可接受,[],[],,无,,无
从珠海情侣路到横琴口岸，别超35元,[],[],,无,,无
费用22元内，平湖物流基地到坂田送货,[],[],,无,,无
去北京首都机场T3接机，望京SOHO出发25-30元,[],[],,无,,无
从上海外滩到迪士尼游玩，50元上下预算,[],[],,无,,无
坐车到天津滨海新区开会，之眼出发30元内,[],[],,无,,无
去大芬油画村看展，不超过20元到龙岗大道,[],[],,无,,无
从沈阳故宫到棋盘山郊游，差不多30块,[],[],,无,,无
打车到龙岗大道方向，预算40元上下浮动3元,[],[],,无,,无
去福田CBD参加会议，25元之内能接受,[],[],,无,,无
从深圳动物园到会展中心，120块差不多就行,[],[],,无,,无
坐车到白石龙见朋友，45块以上没问题,[],[],,无,,无
去莲花山公园晨练，80-85元之间费用,[],[],,无,,无
从深圳湾口岸到机场，50元左右赶时间,[],[],,无,,无
去观澜湖高尔夫打车预算70-80元要提前确认路线,[],[],,无,,无
坪山中心公园坐车费用不超过18元记得打表计价,[],[],,无,,无
大浪时尚小镇打的过去60元上下要看具体上车点,[],[],,无,,无
深圳北站中心公园车费必须控制在25-30元区间,[],[],,无,,无
坂雪岗科技城坐车28元左右建议平台叫车更透明,[],[],,无,,无
龙岗文化中心打车费用75元以上可能涉及跨区费,[],[],,无,,无
盐田港码头预算55元内可接受要确认是否含高速,[],[],,无,,无
深圳人才公园坐车固定价17元直接扬招就行,[],[],,无,,无
华润小径湾打车预算120-150元需提前规划时间,[],[],,无,,无
坪山实验学校坐车15元差不多带零钱更方便,[],[],,无,,无
大鹏古城打车费用65元左右要看具体出发位置,[],[],,无,,无
深圳湾万象城车费90-100元区间注意避开晚高峰,[],[],,无,,无
龙华星河COCO City打的22-25元建议错峰出行,[],[],,无,,无
深圳机场码头坐车预算20元内要确认计价方式,[],[],,无,,无
坪山燕子湖打车不超过16元记得要求司机打表,[],[],,无,,无
华侨城欢乐海岸车费180元可接受但建议拼车,[],[],,无,,无
盐田港保税区打的38元左右要确认是否走快速路,[],[],,无,,无
深圳湾超级总部打车价格85元以上需明确目的地,[],[],,无,,无
大梅沙奥特莱斯坐车预算50-55元要留缓冲时间,[],[],,无,,无
坪山高铁站车费58元上下浮动建议提前预约车辆,[],[],,无,,无
龙岗万达广场打车30元内注意避开拥堵路段,[],[],,无,,无
深圳湾体育中心坐车费用95元左右要看时段,[],[],,无,,无
华强北预算12元上下打车记得检查计价器,[],[],,无,,无
盐田壹海城车费25-28元区间建议平台比价,[],[],,无,,无
坪山中心公园坐车20元上下要确认具体上车点,[],[],,无,,无
北京南站到国贸三期车费必须严格15元整,[],[],,无,,无
上海虹桥机场到静安寺打车预算卡死38元不议价,[],[],,无,,无
广州塔到白云机场费用不超过65元需确认路线,[],[],,无,,无
深圳福田CBD到宝安机场车费只能接受45元整,[],[],,无,,无
成都春熙路到双流机场价格锁定25元含高速费,[],[],,无,,无
杭州西湖到萧山机场费用严格55元要打表计价,[],[],,无,,无
南京新街口到禄口机场最高接受40元车费,[],[],,无,,无
重庆解放碑到江北机场要求费用等于30元整,[],[],,无,,无
西安钟楼到咸阳机场预算50元内需确认时段,[],[],,无,,无
