query,可选车型组合,模型输出车型组合,正确车型组合,prec,rec,f1,proper
打个出租车去省医院，我必须8点，前到选择没那么堵的路,"[{'经济型': '享道出行'}, {'优享型': '曹操出行'}, {'经济型': '腾飞新出租'}, {'优享型': '及时用车'}, {'优享型': '首汽约车'}, {'经济型': '365约车'}, {'优享型': '享道出行'}, {'出租车': 'undefined'}, {'经济型': '腾飞出行'}, {'经济型': '沛途出行'}, {'优享型': '365约车'}, {'经济型': '鞍马出行'}, {'经济型': '鞍马聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '环旅出行'}, {'优享型': '腾飞出行'}, {'优享型': '沛途出行'}, {'经济型': '旅程约车'}, {'优享型': '鞍马出行'}, {'品质专车': 'undefined'}, {'经济型': '神州专车'}, {'优享型': '阳光出行'}, {'经济型': '叮叮出行'}, {'经济型': '风韵出行'}, {'经济型': '聚优出租'}, {'优享型': '旅程约车'}, {'': '极速拼车'}, {'优享型': '环旅出行'}, {'经济型': 'T3出行'}, {'特快车': 'undefined'}, {'经济型': '有滴出行'}, {'经济型': '迪尔出行'}, {'优享型': '神州专车'}, {'': '特惠快车'}, {'经济型': '曹操出行'}, {'优享型': '叮叮出行'}, {'经济型': '南京出租'}, {'优享型': '风韵出行'}, {'优享型': 'T3出行'}, {'六座商务': 'undefined'}, {'经济型': '及时用车'}, {'经济型': '首汽约车'}, {'优享型': '有滴出行'}]","[{'出租车': 'undefined'}, {'经济型': '聚优出租'}, {'经济型': '南京出租'}]","[{'经济型': '腾飞新出租'}, {'出租车': 'undefined'}, {'经济型': '鞍马聚的新出租'}, {'经济型': '聚优出租'}, {'经济型': '南京出租'}]",1,0.6,0.7499999999999999,0
帮我叫个不超过30的t3车到情侣园,"[{'经济型': '享道出行'}, {'优享型': '曹操出行'}, {'优享型': '及时用车'}, {'优享型': '首汽约车'}, {'经济型': '365约车'}, {'优享型': '享道出行'}, {'出租车': 'undefined'}, {'经济型': '腾飞出行'}, {'经济型': '沛途出行'}, {'优享型': '365约车'}, {'经济型': '鞍马出行'}, {'经济型': '鞍马聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '环旅出行'}, {'优享型': '腾飞出行'}, {'优享型': '沛途出行'}, {'经济型': '旅程约车'}, {'经济型': '妥妥E行'}, {'优享型': '鞍马出行'}, {'品质专车': 'undefined'}, {'经济型': '神州专车'}, {'优享型': '阳光出行'}, {'经济型': '叮叮出行'}, {'经济型': '风韵出行'}, {'经济型': '聚优出租'}, {'优享型': '旅程约车'}, {'': '极速拼车'}, {'优享型': '环旅出行'}, {'经济型': 'T3出行'}, {'特快车': 'undefined'}, {'经济型': '有滴出行'}, {'经济型': '迪尔出行'}, {'优享型': '神州专车'}, {'': '特惠快车'}, {'经济型': '曹操出行'}, {'优享型': '叮叮出行'}, {'经济型': '南京出租'}, {'优享型': '风韵出行'}, {'优享型': 'T3出行'}, {'六座商务': 'undefined'}, {'经济型': '及时用车'}, {'经济型': '首汽约车'}, {'优享型': '有滴出行'}]","[{'经济型': 'T3出行'}, {'优享型': 'T3出行'}]","[{'经济型': 'T3出行'}, {'优享型': 'T3出行'}]",1,1.0,1.0,1
帮我打个拼车回家,"[{'经济型': '享道出行'}, {'优享型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '腾飞新出租'}, {'优享型': '及时用车'}, {'优享型': '首汽约车'}, {'经济型': '365约车'}, {'优享型': '享道出行'}, {'出租车': 'undefined'}, {'经济型': '腾飞出行'}, {'经济型': '沛途出行'}, {'经济型': '鞍马出行'}, {'经济型': '鞍马聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '环旅出行'}, {'优享型': '腾飞出行'}, {'优享型': '沛途出行'}, {'经济型': '旅程约车'}, {'经济型': '妥妥E行'}, {'优享型': '鞍马出行'}, {'品质专车': 'undefined'}, {'经济型': '神州专车'}, {'优享型': '阳光出行'}, {'经济型': '叮叮出行'}, {'经济型': '风韵出行'}, {'经济型': '聚优出租'}, {'优享型': '旅程约车'}, {'': '极速拼车'}, {'优享型': '环旅出行'}, {'经济型': 'T3出行'}, {'特快车': 'undefined'}, {'经济型': '迪尔出行'}, {'经济型': '有滴出行'}, {'优享型': '神州专车'}, {'': '特惠快车'}, {'经济型': '曹操出行'}, {'优享型': '叮叮出行'}, {'经济型': '南京出租'}, {'优享型': '风韵出行'}, {'优享型': 'T3出行'}, {'六座商务': 'undefined'}, {'经济型': '及时用车'}, {'经济型': '首汽约车'}, {'优享型': '有滴出行'}]",[{'': '极速拼车'}],[{'': '极速拼车'}],1,1.0,1.0,1
打个拼车去夫子庙/下关火车主题公园/阅江楼/牛首山,"[{'经济型': '享道出行'}, {'优享型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '腾飞新出租'}, {'优享型': '及时用车'}, {'优享型': '首汽约车'}, {'经济型': '365约车'}, {'优享型': '享道出行'}, {'出租车': 'undefined'}, {'经济型': '腾飞出行'}, {'经济型': '沛途出行'}, {'优享型': '365约车'}, {'经济型': '鞍马出行'}, {'经济型': '鞍马聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '环旅出行'}, {'优享型': '腾飞出行'}, {'优享型': '沛途出行'}, {'经济型': '旅程约车'}, {'经济型': '妥妥E行'}, {'优享型': '鞍马出行'}, {'品质专车': 'undefined'}, {'经济型': '神州专车'}, {'优享型': '阳光出行'}, {'经济型': '叮叮出行'}, {'经济型': '风韵出行'}, {'经济型': '聚优出租'}, {'优享型': '旅程约车'}, {'': '极速拼车'}, {'优享型': '环旅出行'}, {'经济型': 'T3出行'}, {'特快车': 'undefined'}, {'经济型': '迪尔出行'}, {'经济型': '有滴出行'}, {'优享型': '神州专车'}, {'': '特惠快车'}, {'经济型': '曹操出行'}, {'优享型': '叮叮出行'}, {'经济型': '南京出租'}, {'优享型': '风韵出行'}, {'优享型': 'T3出行'}, {'六座商务': 'undefined'}, {'经济型': '及时用车'}, {'经济型': '首汽约车'}, {'优享型': '有滴出行'}]",[{'': '极速拼车'}],[{'': '极速拼车'}],1,1.0,1.0,1
帮我打个车回家，费用不高于20,"[{'经济型': '享道出行'}, {'优享型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '腾飞新出租'}, {'优享型': '及时用车'}, {'优享型': '首汽约车'}, {'经济型': '365约车'}, {'优享型': '享道出行'}, {'出租车': 'undefined'}, {'经济型': '腾飞出行'}, {'经济型': '沛途出行'}, {'经济型': '鞍马出行'}, {'经济型': '鞍马聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '环旅出行'}, {'优享型': '腾飞出行'}, {'优享型': '沛途出行'}, {'经济型': '旅程约车'}, {'经济型': '妥妥E行'}, {'优享型': '鞍马出行'}, {'品质专车': 'undefined'}, {'经济型': '神州专车'}, {'优享型': '阳光出行'}, {'经济型': '叮叮出行'}, {'经济型': '风韵出行'}, {'经济型': '聚优出租'}, {'优享型': '旅程约车'}, {'': '极速拼车'}, {'优享型': '环旅出行'}, {'经济型': 'T3出行'}, {'特快车': 'undefined'}, {'经济型': '迪尔出行'}, {'经济型': '有滴出行'}, {'优享型': '神州专车'}, {'': '特惠快车'}, {'经济型': '曹操出行'}, {'优享型': '叮叮出行'}, {'经济型': '南京出租'}, {'优享型': '风韵出行'}, {'优享型': 'T3出行'}, {'六座商务': 'undefined'}, {'经济型': '及时用车'}, {'经济型': '首汽约车'}, {'优享型': '有滴出行'}]",[],[],1,1.0,1.0,1
给我打个200块钱以下的车去句容/翠林水城,"[{'经济型': '享道出行'}, {'优享型': '曹操出行'}, {'经济型': '腾飞新出租'}, {'优享型': '首汽约车'}, {'优享型': '享道出行'}, {'出租车': 'undefined'}, {'经济型': '腾飞出行'}, {'经济型': '鞍马出行'}, {'经济型': '鞍马聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '环旅出行'}, {'优享型': '腾飞出行'}, {'经济型': '旅程约车'}, {'优享型': '鞍马出行'}, {'品质专车': 'undefined'}, {'经济型': '神州专车'}, {'优享型': '阳光出行'}, {'经济型': '叮叮出行'}, {'经济型': '风韵出行'}, {'经济型': '聚优出租'}, {'优享型': '旅程约车'}, {'优享型': '环旅出行'}, {'经济型': 'T3出行'}, {'特快车': 'undefined'}, {'经济型': '迪尔出行'}, {'优享型': '神州专车'}, {'经济型': '曹操出行'}, {'优享型': '叮叮出行'}, {'经济型': '南京出租'}, {'优享型': '风韵出行'}, {'优享型': 'T3出行'}, {'六座商务': 'undefined'}, {'经济型': '及时用车'}]",[],[],1,1.0,1.0,1
我想打车去科技馆，价格不超过30元,"[{'经济型': '享道出行'}, {'优享型': '曹操出行'}, {'经济型': '腾飞新出租'}, {'优享型': '及时用车'}, {'优享型': '首汽约车'}, {'优享型': '享道出行'}, {'出租车': 'undefined'}, {'经济型': '腾飞出行'}, {'': '品质专车'}, {'经济型': '沛途出行'}, {'经济型': '鞍马出行'}, {'经济型': '鞍马聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '环旅出行'}, {'优享型': '腾飞出行'}, {'优享型': '沛途出行'}, {'经济型': '旅程约车'}, {'经济型': '妥妥E行'}, {'优享型': '鞍马出行'}, {'品质专车': 'undefined'}, {'经济型': '神州专车'}, {'优享型': '阳光出行'}, {'经济型': '叮叮出行'}, {'经济型': '风韵出行'}, {'经济型': '聚优出租'}, {'优享型': '旅程约车'}, {'': '极速拼车'}, {'优享型': '环旅出行'}, {'经济型': 'T3出行'}, {'特快车': 'undefined'}, {'经济型': '有滴出行'}, {'经济型': '迪尔出行'}, {'优享型': '神州专车'}, {'': '特惠快车'}, {'经济型': '曹操出行'}, {'优享型': '叮叮出行'}, {'经济型': '南京出租'}, {'优享型': '风韵出行'}, {'优享型': 'T3出行'}, {'六座商务': 'undefined'}, {'经济型': '及时用车'}, {'经济型': '首汽约车'}, {'优享型': '有滴出行'}]",[],[],1,1.0,1.0,1
给我打个出租车去南京站，打车费用不超过50,"[{'经济型': '享道出行'}, {'优享型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '腾飞新出租'}, {'优享型': '及时用车'}, {'优享型': '首汽约车'}, {'经济型': '365约车'}, {'优享型': '享道出行'}, {'出租车': 'undefined'}, {'经济型': '腾飞出行'}, {'优享型': '365约车'}, {'经济型': '鞍马出行'}, {'经济型': '鞍马聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '环旅出行'}, {'优享型': '腾飞出行'}, {'经济型': '旅程约车'}, {'经济型': '妥妥E行'}, {'优享型': '鞍马出行'}, {'品质专车': 'undefined'}, {'经济型': '神州专车'}, {'优享型': '阳光出行'}, {'经济型': '叮叮出行'}, {'经济型': '风韵出行'}, {'经济型': '聚优出租'}, {'优享型': '旅程约车'}, {'': '极速拼车'}, {'优享型': '环旅出行'}, {'经济型': 'T3出行'}, {'特快车': 'undefined'}, {'经济型': '有滴出行'}, {'经济型': '迪尔出行'}, {'优享型': '神州专车'}, {'': '特惠快车'}, {'经济型': '曹操出行'}, {'优享型': '叮叮出行'}, {'经济型': '南京出租'}, {'优享型': 'T3出行'}, {'六座商务': 'undefined'}, {'经济型': '及时用车'}, {'经济型': '首汽约车'}]","[{'出租车': 'undefined'}, {'经济型': '聚优出租'}, {'经济型': '南京出租'}]","[{'经济型': '腾飞新出租'}, {'出租车': 'undefined'}, {'经济型': '鞍马聚的新出租'}, {'经济型': '聚优出租'}, {'经济型': '南京出租'}]",1,0.6,0.7499999999999999,0
打车去观澜版画村，选69元以内的车型,"[{'优享型': '东潮出行'}, {'经济型': '享道出行'}, {'优享型': '曹操出行'}, {'经济型': '斑马快跑'}, {'优享型': '及时用车'}, {'优享型': '享道出行'}, {'出租车': 'undefined'}, {'优享型': '斑马快跑'}, {'经济型': '中交出行'}, {'经济型': '5U出行'}, {'经济型': '全民GO'}, {'优享型': '中交出行'}, {'经济型': '阳光出行'}, {'经济型': '妥妥E行'}, {'优享型': '全民GO'}, {'经济型': '深圳出租'}, {'经济型': '飞嘀打车'}, {'经济型': '神州专车'}, {'经济型': '如祺出行'}, {'优享型': '阳光出行'}, {'经济型': '聚的新出租'}, {'豪华型': 'undefined'}, {'优享型': '妥妥E行'}, {'': '极速拼车'}, {'经济型': 'T3出行'}, {'特快车': 'undefined'}, {'轻享专车': 'undefined'}, {'优享型': '飞嘀打车'}, {'优享型': '神州专车'}, {'': '特惠快车'}, {'经济型': '东潮出行'}, {'经济型': '曹操出行'}, {'优享型': 'T3出行'}, {'六座商务': 'undefined'}, {'经济型': '及时用车'}, {'经济型': '中军出行'}]",[],[],1,1.0,1.0,1
打车去福田站，选15-22元之间的车型,"[{'优享型': '东潮出行'}, {'经济型': '享道出行'}, {'优享型': '曹操出行'}, {'经济型': '斑马快跑'}, {'优享型': '及时用车'}, {'优享型': '首汽约车'}, {'出租车': 'undefined'}, {'优享型': '斑马快跑'}, {'经济型': '中交出行'}, {'经济型': '5U出行'}, {'经济型': '全民GO'}, {'优享型': '中交出行'}, {'经济型': '阳光出行'}, {'经济型': '妥妥E行'}, {'优享型': '全民GO'}, {'经济型': '深圳出租'}, {'经济型': '如祺出行'}, {'经济型': '神州专车'}, {'经济型': '飞嘀打车'}, {'经济型': '聚的新出租'}, {'豪华型': 'undefined'}, {'优享型': '妥妥E行'}, {'': '极速拼车'}, {'经济型': 'T3出行'}, {'特快车': 'undefined'}, {'轻享专车': 'undefined'}, {'优享型': '飞嘀打车'}, {'优享型': '神州专车'}, {'': '特惠快车'}, {'经济型': '东潮出行'}, {'经济型': '曹操出行'}, {'优享型': 'T3出行'}, {'六座商务': 'undefined'}, {'经济型': '及时用车'}, {'经济型': '首汽约车'}, {'经济型': '中军出行'}]",[],[],1,1.0,1.0,1
打车去深圳大学，选36-43元之间的车型,"[{'优享型': '东潮出行'}, {'经济型': '享道出行'}, {'优享型': '曹操出行'}, {'经济型': '斑马快跑'}, {'惠享专车': 'undefined'}, {'优享型': '及时用车'}, {'优享型': '首汽约车'}, {'优享型': '享道出行'}, {'出租车': 'undefined'}, {'优享型': '斑马快跑'}, {'经济型': '中交出行'}, {'经济型': '5U出行'}, {'经济型': '全民GO'}, {'优享型': '中交出行'}, {'经济型': '阳光出行'}, {'经济型': '妥妥E行'}, {'优享型': '全民GO'}, {'经济型': '深圳出租'}, {'经济型': '如祺出行'}, {'经济型': '神州专车'}, {'经济型': '飞嘀打车'}, {'优享型': '阳光出行'}, {'经济型': '聚的新出租'}, {'豪华型': 'undefined'}, {'优享型': '妥妥E行'}, {'': '极速拼车'}, {'经济型': 'T3出行'}, {'特快车': 'undefined'}, {'轻享专车': 'undefined'}, {'优享型': '飞嘀打车'}, {'优享型': '神州专车'}, {'': '特惠快车'}, {'经济型': '东潮出行'}, {'经济型': '曹操出行'}, {'优享型': 'T3出行'}, {'六座商务': 'undefined'}, {'经济型': '及时用车'}, {'经济型': '中军出行'}]",[],[],1,1.0,1.0,1
