query,可选车型组合,模型输出车型组合,正确车型组合,prec,rec,f1,proper
到雨花客厅，勾选优享、专车或六座商务。,"[{'优享型': 'T3出行'}, {'优享型': '东潮出行'}, {'优享型': '及时用车'}, {'优享型': '旗妙出行'}, {'优享型': '星徽出行'}, {'优享型': '曹操出行'}, {'优享型': '火箭出行'}, {'优享型': '神州专车'}, {'六座商务': 'undefined'}, {'出租车': 'undefined'}, {'品质专车': 'undefined'}, {'极速拼车': '7-8'}, {'特快车': 'undefined'}, {'特惠快车': '9-11'}, {'经济型': '365约车'}, {'经济型': '5U出行'}, {'经济型': '900出行'}, {'经济型': '中交出行'}, {'经济型': '北京的士'}, {'经济型': '旗妙出行'}, {'经济型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '深圳出租'}, {'经济型': '阳光出行'}, {'经济型': '首汽约车'}, {'豪华型': 'undefined'}, {'轻享专车': 'undefined'}]","[{'优享型': 'T3出行'}, {'优享型': '东潮出行'}, {'优享型': '及时用车'}, {'优享型': '旗妙出行'}, {'优享型': '星徽出行'}, {'优享型': '曹操出行'}, {'优享型': '火箭出行'}, {'优享型': '神州专车'}, {'六座商务': 'undefined'}, {'品质专车': 'undefined'}, {'轻享专车': 'undefined'}]","[{'优享型': 'T3出行'}, {'优享型': '东潮出行'}, {'优享型': '及时用车'}, {'优享型': '旗妙出行'}, {'优享型': '星徽出行'}, {'优享型': '曹操出行'}, {'优享型': '火箭出行'}, {'优享型': '神州专车'}, {'六座商务': 'undefined'}, {'品质专车': 'undefined'}, {'轻享专车': 'undefined'}]",1,1.0,1.0,1
打车去晋源区，选拼车。,"[{'优享型': '东潮出行'}, {'优享型': '中交出行'}, {'优享型': '享道出行'}, {'优享型': '妥妥E行'}, {'优享型': '腾飞出行'}, {'优享型': '阳光出行'}, {'优享型': '风韵出行'}, {'优享型': '飞嘀打车'}, {'六座商务': 'undefined'}, {'出租车': 'undefined'}, {'品质专车': 'undefined'}, {'极速拼车': '49-51'}, {'特快车': 'undefined'}, {'特惠快车': '53-54'}, {'经济型': '365约车'}, {'经济型': '5U出行'}, {'经济型': '中军出行'}, {'经济型': '享道出行'}, {'经济型': '全民GO'}, {'经济型': '北京新出租'}, {'经济型': '如祺出行'}, {'经济型': '星徽出行'}, {'经济型': '有序出行'}, {'经济型': '神州专车'}, {'经济型': '聚的新出租'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': 'undefined'}, {'轻享专车': 'undefined'}]",[],[],1,1.0,1.0,1
打车去钟楼，所有价格的车型都可以。,"[{'六座': '六座专车'}, {'六座': '六座快车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]","[{'六座': '六座专车'}, {'六座': '六座快车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]","[{'六座': '六座专车'}, {'六座': '六座快车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",1,1.0,1.0,1
叫个特惠快车去阳台山公园，预算30元左右。,"[{'六座': '六座专车'}, {'快速': '出租车'}, {'快速': '曹操出行'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",[{'推荐': '特惠快车'}],[{'推荐': '特惠快车'}],1,1.0,1.0,1
用特惠快车和六座专车去莲花山公园。,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '曹操出行'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]","[{'六座': '六座专车'}, {'推荐': '特惠快车'}]","[{'六座': '六座专车'}, {'推荐': '特惠快车'}]",1,1.0,1.0,1
帮我叫个不超过30的车到情侣园,"[{'null': '出租车'}, {'null': '惊喜特价'}, {'null': '更多特价'}, {'null': '极速拼车'}, {'null': '滴滴专车'}, {'null': '滴滴快车'}, {'null': '滴滴特快'}, {'null': '滴滴豪华车'}, {'null': '特快出租车'}, {'null': '特惠快车'}]",[],[],1,1.0,1.0,1
滴滴打车去西湖，勾选所有价位车。,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]","[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]","[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",1,1.0,1.0,1
打车到雨花客厅，不要拼车。,"[{'优享型': 'T3出行'}, {'优享型': '享道出行'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '斑马快跑'}, {'优享型': '旗妙出行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '神州专车'}, {'优享型': '风韵出行'}, {'优享型': '首汽约车'}, {'六座商务': 'undefined'}, {'出租车': 'undefined'}, {'品质专车': 'undefined'}, {'极速拼车': '25-27'}, {'特快车': 'undefined'}, {'特惠快车': '29-31'}, {'经济型': '365约车'}, {'经济型': '5U出行'}, {'经济型': 'AA出行'}, {'经济型': 'T3出行'}, {'经济型': '东潮出行'}, {'经济型': '中军出行'}, {'经济型': '北京的士'}, {'经济型': '如祺出行'}, {'经济型': '旗妙出行'}, {'经济型': '星徽出行'}, {'经济型': '神州专车'}, {'经济型': '腾飞出行'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': 'undefined'}, {'轻享专车': 'undefined'}]","[{'优享型': 'T3出行'}, {'优享型': '享道出行'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '斑马快跑'}, {'优享型': '旗妙出行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '神州专车'}, {'优享型': '风韵出行'}, {'优享型': '首汽约车'}, {'六座商务': 'undefined'}, {'出租车': 'undefined'}, {'品质专车': 'undefined'}, {'特快车': 'undefined'}, {'经济型': '365约车'}, {'经济型': '5U出行'}, {'经济型': 'AA出行'}, {'经济型': 'T3出行'}, {'经济型': '东潮出行'}, {'经济型': '中军出行'}, {'经济型': '北京的士'}, {'经济型': '如祺出行'}, {'经济型': '旗妙出行'}, {'经济型': '星徽出行'}, {'经济型': '神州专车'}, {'经济型': '腾飞出行'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': 'undefined'}, {'轻享专车': 'undefined'}]","[{'优享型': 'T3出行'}, {'优享型': '享道出行'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '斑马快跑'}, {'优享型': '旗妙出行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '神州专车'}, {'优享型': '风韵出行'}, {'优享型': '首汽约车'}, {'六座商务': 'undefined'}, {'出租车': 'undefined'}, {'品质专车': 'undefined'}, {'特快车': 'undefined'}, {'经济型': '365约车'}, {'经济型': '5U出行'}, {'经济型': 'AA出行'}, {'经济型': 'T3出行'}, {'经济型': '东潮出行'}, {'经济型': '中军出行'}, {'经济型': '北京的士'}, {'经济型': '如祺出行'}, {'经济型': '旗妙出行'}, {'经济型': '星徽出行'}, {'经济型': '神州专车'}, {'经济型': '腾飞出行'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': 'undefined'}, {'轻享专车': 'undefined'}]",1,1.0,1.0,1
去嘉兴乌镇，帮叫个特价车，费用约60块,"[{'六座': '六座专车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}]",1,1.0,1.0,1
从三亚湾度假区到凤凰机场，约一辆六座专车，适合全家出行。,"[{'六座': '六座专车'}, {'快速': '出租车'}, {'快速': '曹操出行'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",[{'六座': '六座专车'}],[{'六座': '六座专车'}],1,1.0,1.0,1
打车去栖霞山，2分钟内能够赶来的。,[],[],[],1,1.0,1.0,1
拼个车去天坛，预算35以内。,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",[],[],1,1.0,1.0,1
打车去公司，时间不超过5分钟的,[],[],[],1,1.0,1.0,1
从拉萨市区到当雄县，80块钱够吗？,[],[],[],1,1.0,1.0,1
从青岛奥帆中心到流亭机场，叫个特快出租车赶时间。,"[{'六座': '六座专车'}, {'快速': '出租车'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]","[{'快速': '出租车'}, {'推荐': '特快出租车'}]","[{'快速': '出租车'}, {'推荐': '特快出租车'}]",1,1.0,1.0,1
打车去民治地铁，选上所有的车型,"[{'优享型': 'T3出行'}, {'优享型': '东潮出行'}, {'优享型': '中交出行'}, {'优享型': '享道出行'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '斑马快跑'}, {'优享型': '曹操出行'}, {'优享型': '阳光出行'}, {'优享型': '飞嘀打车'}, {'优享型': '首汽约车'}, {'六座商务': 'undefined'}, {'出租车': 'undefined'}, {'惠享专车': 'undefined'}, {'极速拼车': '11.4-19.0'}, {'特快车': 'undefined'}, {'特惠快车': '10.5-15'}, {'经济型': '5U出行'}, {'经济型': 'T3出行'}, {'经济型': '东潮出行'}, {'经济型': '中交出行'}, {'经济型': '中军出行'}, {'经济型': '享道出行'}, {'经济型': '全民GO'}, {'经济型': '及时用车'}, {'经济型': '如祺出行'}, {'经济型': '妥妥E行'}, {'经济型': '斑马快跑'}, {'经济型': '曹操出行'}, {'经济型': '深圳出租'}, {'经济型': '神州专车'}, {'经济型': '聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': 'undefined'}, {'轻享专车': 'undefined'}]","[{'优享型': 'T3出行'}, {'优享型': '东潮出行'}, {'优享型': '中交出行'}, {'优享型': '享道出行'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '斑马快跑'}, {'优享型': '曹操出行'}, {'优享型': '阳光出行'}, {'优享型': '飞嘀打车'}, {'优享型': '首汽约车'}, {'六座商务': 'undefined'}, {'出租车': 'undefined'}, {'惠享专车': 'undefined'}, {'极速拼车': '11.4-19.0'}, {'特快车': 'undefined'}, {'特惠快车': '10.5-15'}, {'经济型': '5U出行'}, {'经济型': 'T3出行'}, {'经济型': '东潮出行'}, {'经济型': '中交出行'}, {'经济型': '中军出行'}, {'经济型': '享道出行'}, {'经济型': '全民GO'}, {'经济型': '及时用车'}, {'经济型': '如祺出行'}, {'经济型': '妥妥E行'}, {'经济型': '斑马快跑'}, {'经济型': '曹操出行'}, {'经济型': '深圳出租'}, {'经济型': '神州专车'}, {'经济型': '聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': 'undefined'}, {'轻享专车': 'undefined'}]","[{'优享型': 'T3出行'}, {'优享型': '东潮出行'}, {'优享型': '中交出行'}, {'优享型': '享道出行'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '斑马快跑'}, {'优享型': '曹操出行'}, {'优享型': '阳光出行'}, {'优享型': '飞嘀打车'}, {'优享型': '首汽约车'}, {'六座商务': 'undefined'}, {'出租车': 'undefined'}, {'惠享专车': 'undefined'}, {'极速拼车': '11.4-19.0'}, {'特快车': 'undefined'}, {'特惠快车': '10.5-15'}, {'经济型': '5U出行'}, {'经济型': 'T3出行'}, {'经济型': '东潮出行'}, {'经济型': '中交出行'}, {'经济型': '中军出行'}, {'经济型': '享道出行'}, {'经济型': '全民GO'}, {'经济型': '及时用车'}, {'经济型': '如祺出行'}, {'经济型': '妥妥E行'}, {'经济型': '斑马快跑'}, {'经济型': '曹操出行'}, {'经济型': '深圳出租'}, {'经济型': '神州专车'}, {'经济型': '聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': 'undefined'}, {'轻享专车': 'undefined'}]",1,1.0,1.0,1
叫个特快出租车去福田高铁站，20分钟以内到。,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]","[{'快速': '出租车'}, {'推荐': '特快出租车'}]","[{'快速': '出租车'}, {'推荐': '特快出租车'}]",1,1.0,1.0,1
打车到南京总统府，选最便宜的。,[],[],[],1,1.0,1.0,1
