model,query,appname,车辆候选列表,answer,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案.1,是否存在价格,price_min,正确答案.2,价格下限,price_max,正确答案.3,价格下限.1,think_time,问题,备注,标注人,_vehicle_pairs,_history,_query,_gt_category,_gt_mode
Qwen2.5-32B-Instruct,打车去大梅沙滨海公园，选79元以内的车型,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|特惠快车|53.9|
|1|推荐|曹操出行|47.5|
|2|推荐|花小猪正价版|56.6|
|3|推荐|滴滴快车|80.8|
|4|推荐|宽敞好车|84.2|
|5|拼车|极速拼车|58.2|
|6|特价|花小猪外接版|47.3|
|7|快速|如祺出行|64.4|
|8|快速|滴滴特快|85.9|
|9|快速|滴滴轻享|97.1|
|10|快速|出租车|97.6|
|11|舒适|滴滴专车|114.6|
|12|舒适|滴滴豪华车|277.0|
|13|六座|六座专车|152.2|
|14|六座|六座豪华车|466.1|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 79, ""fast"": False}]",无,,无,无,,无,无,,无,True,,True,0,,0,79,,79,1.051261902,,,陆迎,"[{'六座专车': '152.2'}, {'六座豪华车': '466.1'}, {'出租车': '97.6'}, {'如祺出行': '64.4'}, {'宽敞好车': '84.2'}, {'曹操出行': '47.5'}, {'极速拼车': '58.2'}, {'滴滴专车': '114.6'}, {'滴滴快车': '80.8'}, {'滴滴特快': '85.9'}, {'滴滴豪华车': '277.0'}, {'滴滴轻享': '97.1'}, {'特惠快车': '53.9'}, {'花小猪外接版': '47.3'}, {'花小猪正价版': '56.6'}]",,打车去大梅沙滨海公园，选79元以内的车型,,
Qwen2.5-32B-Instruct,打车去福田CBD，选30元以内的车型,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|曹操出行|12.2|
|1|推荐|花小猪正价版|13.0|
|2|推荐|极速拼车|14.7|
|3|推荐|特惠快车|16.8|
|4|推荐|滴滴快车|17.7|
|5|推荐|宽敞好车|20.0|
|6|推荐|滴滴特快|18.8|
|7|推荐|出租车|19.2|
|8|特价|花小猪外接版|11.9|
|9|快速|如祺出行|17.1|
|10|快速|滴滴轻享|26.2|
|11|舒适|滴滴专车|35.6|
|12|舒适|滴滴豪华车|97.0|
|13|六座|六座专车|42.2|
|14|六座|六座豪华车|203.0|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 30, ""fast"": False}]",无,,无,无,,无,无,,无,True,,True,0,,0,30,,30,1.070387602,,,陆迎,"[{'六座专车': '42.2'}, {'六座豪华车': '203.0'}, {'出租车': '19.2'}, {'如祺出行': '17.1'}, {'宽敞好车': '20.0'}, {'曹操出行': '12.2'}, {'极速拼车': '14.7'}, {'滴滴专车': '35.6'}, {'滴滴快车': '17.7'}, {'滴滴特快': '18.8'}, {'滴滴豪华车': '97.0'}, {'滴滴轻享': '26.2'}, {'特惠快车': '16.8'}, {'花小猪外接版': '11.9'}, {'花小猪正价版': '13.0'}]",,打车去福田CBD，选30元以内的车型,,
Qwen2.5-32B-Instruct,打车从动物园到国际会展中心，选98元以内的车型,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|曹操出行|58.0|
|1|推荐|花小猪正价版|64.5|
|2|推荐|如祺出行|77.1|
|3|推荐|特惠快车|79.7|
|4|推荐|滴滴快车|89.9|
|5|推荐|宽敞好车|93.3|
|6|拼车|极速拼车|65.0|
|7|特价|花小猪外接版|54.3|
|8|快速|滴滴特快|97.9|
|9|快速|出租车|122.4|
|10|快速|滴滴轻享|123.9|
|11|舒适|滴滴专车|182.2|
|12|舒适|滴滴豪华车|312.1|
|13|六座|六座专车|245.9|
|14|六座|六座豪华车|517.0|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 98, ""fast"": False}]",无,,无,无,,无,无,,无,True,,True,0,,0,98,,98,1.087124825,,,陆迎,"[{'六座专车': '245.9'}, {'六座豪华车': '517.0'}, {'出租车': '122.4'}, {'如祺出行': '77.1'}, {'宽敞好车': '93.3'}, {'曹操出行': '58.0'}, {'极速拼车': '65.0'}, {'滴滴专车': '182.2'}, {'滴滴快车': '89.9'}, {'滴滴特快': '97.9'}, {'滴滴豪华车': '312.1'}, {'滴滴轻享': '123.9'}, {'特惠快车': '79.7'}, {'花小猪外接版': '54.3'}, {'花小猪正价版': '64.5'}]",,打车从动物园到国际会展中心，选98元以内的车型,,
Qwen2.5-32B-Instruct,打车去卓越后海，选最便宜的,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|滴滴快车|7776.3|
|1|拼车|极速拼车|7580.6|
|2|特价|特惠快车|7317|
|3|快速|更多品牌|5936.9-12707.2|
|4|快速|出租车||
|5|快速|滴滴特快|8174.9|
|6|舒适|滴滴专车|11007.9|
|7|舒适|滴滴豪华车|21287.4|
|8|六座|六座专车|16248.2|
|9|六座|六座豪华车|35346.4|
|10|更多|宠物出行|7791.3|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": -1, ""price_max"": 0, ""fast"": False}]",无,,无,无,,无,无,,无,True,,True,-1,,-1,0,,0,1.084169626,,,陆迎,"[{'六座专车': '16248.2'}, {'六座豪华车': '35346.4'}, {'宠物出行': '7791.3'}, {'更多品牌': '5936.9-12707.2'}, {'极速拼车': '7580.6'}, {'滴滴专车': '11007.9'}, {'滴滴快车': '7776.3'}, {'滴滴特快': '8174.9'}, {'滴滴豪华车': '21287.4'}, {'特惠快车': '7317'}]",,打车去卓越后海，选最便宜的,,
Qwen2.5-32B-Instruct,打车去深圳北站，只打20元以内的滴滴快车,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|曹操出行|13.6|
|1|推荐|如祺出行|13.8|
|2|推荐|花小猪正价版|14.2|
|3|推荐|极速拼车|14.6|
|4|推荐|特惠快车|14.9|
|5|推荐|滴滴快车|17.6|
|6|推荐|宽敞好车|19.9|
|7|推荐|滴滴特快|18.8|
|8|特价|花小猪外接版|12.9|
|9|快速|出租车|21.9|
|10|快速|滴滴轻享|26.0|
|11|舒适|滴滴专车|36.1|
|12|舒适|滴滴豪华车|100.8|
|13|六座|六座专车|46.2|
|14|六座|六座豪华车|209.0|","[{""app"": ""滴滴"", ""category"": ""快车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 20, ""fast"": False}]",滴滴,,滴滴,快车,无,无,无,滴滴快车,滴滴快车,True,,True,0,,0,20,,20,1.159962893,直接命中车小类关键字但answer中没有或错误,,陆迎,"[{'六座专车': '46.2'}, {'六座豪华车': '209.0'}, {'出租车': '21.9'}, {'如祺出行': '13.8'}, {'宽敞好车': '19.9'}, {'曹操出行': '13.6'}, {'极速拼车': '14.6'}, {'滴滴专车': '36.1'}, {'滴滴快车': '17.6'}, {'滴滴特快': '18.8'}, {'滴滴豪华车': '100.8'}, {'滴滴轻享': '26.0'}, {'特惠快车': '14.9'}, {'花小猪外接版': '12.9'}, {'花小猪正价版': '14.2'}]",,打车去深圳北站，只打20元以内的滴滴快车,无,滴滴快车
Qwen2.5-32B-Instruct,帮我打出租车去机场费用要100以内,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|49.6-76.0|
|1||特惠快车|46.5-67.5|
|2|经济型|曹操出行|45|
|3|经济型|T3出行|52|
|4|经济型|叮叮出行|68|
|5|经济型|享道出行|71|
|6|经济型|阳光出行|71|
|7|经济型|有序出行|72|
|8|经济型|鞍马出行|72|
|9|经济型|环旅出行|72|
|10|经济型|腾飞出行|72|
|11|经济型|风韵出行|72|
|12|经济型|有滴出行|73|
|13|经济型|旅程约车|74|
|14|经济型|神州专车|74|
|15|经济型|妥妥E行|75|
|16|经济型|迪尔出行|75|
|17|经济型|及时用车|75|
|18|经济型|腾飞新出租|77|
|19|经济型|聚优出租|78|
|20|经济型|南京出租|78|
|21|经济型|首汽约车|78|
|22|经济型|鞍马聚的新出租|84|
|23|出租车|undefined||
|24|优享型|曹操出行|60|
|25|优享型|T3出行|78|
|26|优享型|阳光出行|78|
|27|优享型|享道出行|84|
|28|优享型|首汽约车|97|
|29|优享型|鞍马出行|97|
|30|优享型|腾飞出行|103|
|31|优享型|环旅出行|103|
|32|优享型|风韵出行|113|
|33|优享型|有滴出行|117|
|34|优享型|及时用车|117|
|35|优享型|叮叮出行|119|
|36|优享型|旅程约车|119|
|37|品质专车|undefined|112-169|
|38|六座商务|undefined|205-258|
|39|六座商务|神州专车|117|","[{""app"": ""无"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 100, ""fast"": False}]",无,,无,出租车,,出租车,无,腾飞新出租，聚优出租，南京出租，鞍马聚的新出租,腾飞新出租，聚优出租，南京出租，鞍马聚的新出租,True,,True,0,,0,100,,100,1.095852852,直接命中车小类关键字但answer中没有或错误,,陆迎,"[{'T3出行': '52'}, {'T3出行': '78'}, {'undefined': '112-169'}, {'undefined': '205-258'}, {'享道出行': '71'}, {'享道出行': '84'}, {'南京出租': '78'}, {'及时用车': '117'}, {'及时用车': '75'}, {'叮叮出行': '119'}, {'叮叮出行': '68'}, {'妥妥E行': '75'}, {'旅程约车': '119'}, {'旅程约车': '74'}, {'曹操出行': '45'}, {'曹操出行': '60'}, {'有序出行': '72'}, {'有滴出行': '117'}, {'有滴出行': '73'}, {'环旅出行': '103'}, {'环旅出行': '72'}, {'神州专车': '117'}, {'神州专车': '74'}, {'聚优出租': '78'}, {'腾飞出行': '103'}, {'腾飞出行': '72'}, {'腾飞新出租': '77'}, {'迪尔出行': '75'}, {'阳光出行': '71'}, {'阳光出行': '78'}, {'鞍马出行': '72'}, {'鞍马出行': '97'}, {'鞍马聚的新出租': '84'}, {'风韵出行': '113'}, {'风韵出行': '72'}, {'首汽约车': '78'}, {'首汽约车': '97'}]",,帮我打出租车去机场费用要100以内,,腾飞新出租，聚优出租，南京出租，鞍马聚的新出租
Qwen2.5-32B-Instruct,请帮我打出租车去银杏湖乐园打车费要90左右,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|36.2-55.0|
|1||特惠快车|35.1|
|2|经济型|曹操出行|36|
|3|经济型|T3出行|36|
|4|经济型|首汽约车|50|
|5|经济型|叮叮出行|51|
|6|经济型|及时用车|51|
|7|经济型|享道出行|51|
|8|经济型|鞍马出行|53|
|9|经济型|环旅出行|53|
|10|经济型|腾飞出行|53|
|11|经济型|阳光出行|53|
|12|经济型|有滴出行|53|
|13|经济型|风韵出行|53|
|14|经济型|365约车|53|
|15|经济型|妥妥E行|54|
|16|经济型|旅程约车|54|
|17|经济型|神州专车|54|
|18|经济型|迪尔出行|55|
|19|经济型|沛途出行|55|
|20|经济型|聚优出租|58|
|21|经济型|鞍马聚的新出租|62|
|22|特快车|undefined|66|
|23|出租车|undefined|73-89|
|24|优享型|曹操出行|43|
|25|优享型|T3出行|58|
|26|优享型|阳光出行|58|
|27|优享型|享道出行|60|
|28|优享型|首汽约车|62|
|29|优享型|鞍马出行|74|
|30|优享型|腾飞出行|79|
|31|优享型|环旅出行|79|
|32|优享型|沛途出行|79|
|33|优享型|风韵出行|87|
|34|优享型|有滴出行|88|
|35|优享型|及时用车|88|
|36|优享型|神州专车|88|
|37|优享型|叮叮出行|89|
|38|优享型|旅程约车|89|
|39|品质专车|undefined|78-126|
|40|六座商务|undefined|148-199|","[{""app"": ""无"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": True, ""price_min"": 90, ""price_max"": 90, ""fast"": False}]",无,,无,出租车,,出租车,无,聚优出租，鞍马聚的新出租,聚优出租，鞍马聚的新出租,True,,True,90,,90,90,,90,1.084069967,直接命中车小类关键字但answer中没有或错误,,陆迎,"[{'365约车': '53'}, {'T3出行': '36'}, {'T3出行': '58'}, {'undefined': '148-199'}, {'undefined': '66'}, {'undefined': '73-89'}, {'undefined': '78-126'}, {'享道出行': '51'}, {'享道出行': '60'}, {'及时用车': '51'}, {'及时用车': '88'}, {'叮叮出行': '51'}, {'叮叮出行': '89'}, {'妥妥E行': '54'}, {'旅程约车': '54'}, {'旅程约车': '89'}, {'曹操出行': '36'}, {'曹操出行': '43'}, {'有滴出行': '53'}, {'有滴出行': '88'}, {'沛途出行': '55'}, {'沛途出行': '79'}, {'环旅出行': '53'}, {'环旅出行': '79'}, {'神州专车': '54'}, {'神州专车': '88'}, {'聚优出租': '58'}, {'腾飞出行': '53'}, {'腾飞出行': '79'}, {'迪尔出行': '55'}, {'阳光出行': '53'}, {'阳光出行': '58'}, {'鞍马出行': '53'}, {'鞍马出行': '74'}, {'鞍马聚的新出租': '62'}, {'风韵出行': '53'}, {'风韵出行': '87'}, {'首汽约车': '50'}, {'首汽约车': '62'}]",,请帮我打出租车去银杏湖乐园打车费要90左右,,聚优出租，鞍马聚的新出租
Qwen2.5-32B-Instruct,打个出租车去省医院，我必须8点，前到选择没那么堵的路,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|13.4-21.0|
|1||特惠快车|13.5-18|
|2|经济型|曹操出行|14|
|3|经济型|有滴出行|19|
|4|经济型|T3出行|19|
|5|经济型|及时用车|19|
|6|经济型|首汽约车|19|
|7|经济型|叮叮出行|20|
|8|经济型|365约车|20|
|9|经济型|享道出行|20|
|10|经济型|阳光出行|20|
|11|经济型|鞍马出行|20|
|12|经济型|环旅出行|20|
|13|经济型|腾飞出行|20|
|14|经济型|风韵出行|20|
|15|经济型|旅程约车|20|
|16|经济型|神州专车|20|
|17|经济型|沛途出行|21|
|18|经济型|迪尔出行|21|
|19|经济型|聚优出租|22|
|20|经济型|南京出租|22|
|21|经济型|腾飞新出租|23|
|22|经济型|鞍马聚的新出租|24|
|23|特快车|undefined|25|
|24|出租车|undefined|27-33|
|25|优享型|曹操出行|17|
|26|优享型|阳光出行|22|
|27|优享型|享道出行|23|
|28|优享型|T3出行|24|
|29|优享型|首汽约车|24|
|30|优享型|鞍马出行|29|
|31|优享型|腾飞出行|31|
|32|优享型|环旅出行|31|
|33|优享型|沛途出行|31|
|34|优享型|365约车|32|
|35|优享型|风韵出行|33|
|36|优享型|有滴出行|33|
|37|优享型|及时用车|33|
|38|优享型|神州专车|33|
|39|优享型|叮叮出行|33|
|40|优享型|旅程约车|35|
|41|品质专车|undefined|31-50|
|42|六座商务|undefined|61-71|","[{""app"": ""无"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,出租车,,出租车,无,聚优出租，南京出租，腾飞新出租，鞍马聚的新出租,聚优出租，南京出租，腾飞新出租，鞍马聚的新出租,False,,False,0,,0,0,,0,1.054472446,直接命中车小类关键字但answer中没有或错误,,陆迎,"[{'365约车': '20'}, {'365约车': '32'}, {'T3出行': '19'}, {'T3出行': '24'}, {'undefined': '25'}, {'undefined': '27-33'}, {'undefined': '31-50'}, {'undefined': '61-71'}, {'享道出行': '20'}, {'享道出行': '23'}, {'南京出租': '22'}, {'及时用车': '19'}, {'及时用车': '33'}, {'叮叮出行': '20'}, {'叮叮出行': '33'}, {'旅程约车': '20'}, {'旅程约车': '35'}, {'曹操出行': '14'}, {'曹操出行': '17'}, {'有滴出行': '19'}, {'有滴出行': '33'}, {'沛途出行': '21'}, {'沛途出行': '31'}, {'环旅出行': '20'}, {'环旅出行': '31'}, {'神州专车': '20'}, {'神州专车': '33'}, {'聚优出租': '22'}, {'腾飞出行': '20'}, {'腾飞出行': '31'}, {'腾飞新出租': '23'}, {'迪尔出行': '21'}, {'阳光出行': '20'}, {'阳光出行': '22'}, {'鞍马出行': '20'}, {'鞍马出行': '29'}, {'鞍马聚的新出租': '24'}, {'风韵出行': '20'}, {'风韵出行': '33'}, {'首汽约车': '19'}, {'首汽约车': '24'}]",,打个出租车去省医院，我必须8点，前到选择没那么堵的路,,聚优出租，南京出租，腾飞新出租，鞍马聚的新出租
Qwen2.5-32B-Instruct,打车去阿里中心，选最贵的,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|24.5-37.0|
|1||特惠快车|25.5-35|
|2|经济型|T3出行|28|
|3|经济型|飞嘀打车|28|
|4|经济型|中军出行|28|
|5|经济型|斑马快跑|28|
|6|经济型|5U出行|29|
|7|经济型|东潮出行|29|
|8|经济型|神州专车|29|
|9|经济型|中交出行|29|
|10|经济型|妥妥E行|30|
|11|经济型|如祺出行|31|
|12|经济型|曹操出行|31|
|13|经济型|及时用车|31|
|14|经济型|享道出行|32|
|15|经济型|全民GO|32|
|16|经济型|首汽约车|37|
|17|经济型|阳光出行|43|
|18|经济型|聚的新出租|59|
|19|经济型|深圳出租|59|
|20|特快车|undefined|45|
|21|出租车|undefined||
|22|惠享专车|undefined|45-51|
|23|优享型|享道出行|34|
|24|优享型|中交出行|34|
|25|优享型|神州专车|36|
|26|优享型|东潮出行|36|
|27|优享型|斑马快跑|38|
|28|优享型|全民GO|39|
|29|优享型|飞嘀打车|39|
|30|优享型|妥妥E行|40|
|31|优享型|及时用车|41|
|32|优享型|首汽约车|45|
|33|优享型|T3出行|46|
|34|优享型|曹操出行|46|
|35|优享型|阳光出行|52|
|36|六座商务|undefined|90-115|
|37|豪华型|undefined|101-108|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": -1, ""fast"": False}]",无,,无,无,,无,无,,无,True,,True,0,,0,-1,,-1,1.03649497,,,陆迎,"[{'5U出行': '29'}, {'T3出行': '28'}, {'T3出行': '46'}, {'undefined': '101-108'}, {'undefined': '45'}, {'undefined': '45-51'}, {'undefined': '90-115'}, {'东潮出行': '29'}, {'东潮出行': '36'}, {'中交出行': '29'}, {'中交出行': '34'}, {'中军出行': '28'}, {'享道出行': '32'}, {'享道出行': '34'}, {'全民GO': '32'}, {'全民GO': '39'}, {'及时用车': '31'}, {'及时用车': '41'}, {'如祺出行': '31'}, {'妥妥E行': '30'}, {'妥妥E行': '40'}, {'斑马快跑': '28'}, {'斑马快跑': '38'}, {'曹操出行': '31'}, {'曹操出行': '46'}, {'深圳出租': '59'}, {'神州专车': '29'}, {'神州专车': '36'}, {'聚的新出租': '59'}, {'阳光出行': '43'}, {'阳光出行': '52'}, {'飞嘀打车': '28'}, {'飞嘀打车': '39'}, {'首汽约车': '37'}, {'首汽约车': '45'}]",,打车去阿里中心，选最贵的,,
Qwen2.5-32B-Instruct,打个出租车去省医院，我必须八点前到，选择没那么堵的路,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|花小猪正价版|15.2|
|1|推荐|特惠快车|19.5|
|2|推荐|滴滴专车|21.2|
|3|推荐|滴滴快车|22.3|
|4|推荐|特快出租车|23.0|
|5|推荐|滴滴特快|23.9|
|6|拼车|极速拼车|13.4-22.3|
|7|特价|花小猪外接版|12.6|
|8|特价|惊喜特价|19.2|
|9|快速|曹操出行|17.5|
|10|快速|出租车|31.3|
|11|舒适|滴滴豪华车|92.2|
|12|六座|六座专车|59.9|","[{""app"": ""无"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,出租车,无,无,无,特快出租车，出租车,特快出租车，出租车,False,,False,0,,0,0,,0,1.073422432,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,"[{'六座专车': '59.9'}, {'出租车': '31.3'}, {'惊喜特价': '19.2'}, {'曹操出行': '17.5'}, {'极速拼车': '13.4-22.3'}, {'滴滴专车': '21.2'}, {'滴滴快车': '22.3'}, {'滴滴特快': '23.9'}, {'滴滴豪华车': '92.2'}, {'特快出租车': '23.0'}, {'特惠快车': '19.5'}, {'花小猪外接版': '12.6'}, {'花小猪正价版': '15.2'}]",,打个出租车去省医院，我必须八点前到，选择没那么堵的路,无,特快出租车，出租车
Qwen2.5-32B-Instruct,打个出租车去省医院，我必须八点前到，选择没那么堵的路,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|20.0-30.0|
|1||特惠快车|21.1-23.2|
|2|经济型|曹操出行|22|
|3|经济型|T3出行|23|
|4|经济型|腾飞出行|25|
|5|经济型|享道出行|26|
|6|经济型|有滴出行|26|
|7|经济型|风韵出行|26|
|8|经济型|鞍马出行|26|
|9|经济型|旅程约车|27|
|10|经济型|及时用车|28|
|11|经济型|沛途出行|28|
|12|经济型|首汽约车|28|
|13|经济型|365约车|29|
|14|经济型|叮叮出行|29|
|15|经济型|环旅出行|29|
|16|经济型|阳光出行|29|
|17|经济型|迪尔出行|29|
|18|经济型|神州专车|30|
|19|经济型|腾飞新出租|31|
|20|经济型|聚优出租|31|
|21|经济型|南京出租|32|
|22|经济型|鞍马聚的新出租|35|
|23|特快车|undefined|36|
|24|出租车|undefined|39-45|
|25|优享型|曹操出行|23|
|26|优享型|阳光出行|32|
|27|优享型|享道出行|33|
|28|优享型|首汽约车|33|
|29|优享型|T3出行|34|
|30|优享型|鞍马出行|41|
|31|优享型|有滴出行|42|
|32|优享型|腾飞出行|43|
|33|优享型|风韵出行|43|
|34|优享型|及时用车|43|
|35|优享型|神州专车|43|
|36|优享型|环旅出行|44|
|37|优享型|沛途出行|44|
|38|优享型|旅程约车|45|
|39|优享型|365约车|46|
|40|六座商务|undefined|80-103|","[{""app"": ""无"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,出租车,,出租车,无,腾飞新出租，聚优出租，南京出租，鞍马聚的新出租,腾飞新出租，聚优出租，南京出租，鞍马聚的新出租,False,,False,0,,0,0,,0,1.0422225,直接命中车小类关键字但answer中没有或错误,,陆迎,"[{'365约车': '29'}, {'365约车': '46'}, {'T3出行': '23'}, {'T3出行': '34'}, {'undefined': '36'}, {'undefined': '39-45'}, {'undefined': '80-103'}, {'享道出行': '26'}, {'享道出行': '33'}, {'南京出租': '32'}, {'及时用车': '28'}, {'及时用车': '43'}, {'叮叮出行': '29'}, {'旅程约车': '27'}, {'旅程约车': '45'}, {'曹操出行': '22'}, {'曹操出行': '23'}, {'有滴出行': '26'}, {'有滴出行': '42'}, {'沛途出行': '28'}, {'沛途出行': '44'}, {'环旅出行': '29'}, {'环旅出行': '44'}, {'神州专车': '30'}, {'神州专车': '43'}, {'聚优出租': '31'}, {'腾飞出行': '25'}, {'腾飞出行': '43'}, {'腾飞新出租': '31'}, {'迪尔出行': '29'}, {'阳光出行': '29'}, {'阳光出行': '32'}, {'鞍马出行': '26'}, {'鞍马出行': '41'}, {'鞍马聚的新出租': '35'}, {'风韵出行': '26'}, {'风韵出行': '43'}, {'首汽约车': '28'}, {'首汽约车': '33'}]",,打个出租车去省医院，我必须八点前到，选择没那么堵的路,,腾飞新出租，聚优出租，南京出租，鞍马聚的新出租
Qwen2.5-32B-Instruct,打个差不多30块钱的车去汉堡王/泰妃殿,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|7.6-11.0|
|1||特惠快车|8.5-9.2|
|2|经济型|鞍马出行|9|
|3|经济型|及时用车|9|
|4|经济型|有滴出行|9|
|5|经济型|首汽约车|9|
|6|经济型|享道出行|10|
|7|经济型|曹操出行|10|
|8|经济型|聚优出租|10|
|9|经济型|腾飞出行|10|
|10|经济型|环旅出行|10|
|11|经济型|妥妥E行|10|
|12|经济型|风韵出行|10|
|13|经济型|旅程约车|10|
|14|经济型|腾飞新出租|10|
|15|经济型|T3出行|10|
|16|经济型|365约车|11|
|17|经济型|叮叮出行|11|
|18|经济型|沛途出行|11|
|19|经济型|有序出行|11|
|20|经济型|阳光出行|11|
|21|经济型|迪尔出行|11|
|22|经济型|神州专车|11|
|23|经济型|南京出租|11|
|24|经济型|鞍马聚的新出租|12|
|25|特快车|undefined|14|
|26|出租车|undefined|11|
|27|优享型|阳光出行|10|
|28|优享型|享道出行|12|
|29|优享型|首汽约车|12|
|30|优享型|曹操出行|13|
|31|优享型|T3出行|13|
|32|优享型|有滴出行|14|
|33|优享型|风韵出行|15|
|34|优享型|叮叮出行|15|
|35|优享型|沛途出行|15|
|36|优享型|及时用车|15|
|37|优享型|神州专车|15|
|38|优享型|鞍马出行|15|
|39|优享型|腾飞出行|15|
|40|优享型|365约车|15|
|41|优享型|环旅出行|16|
|42|优享型|旅程约车|17|
|43|品质专车|undefined|15-26|
|44|六座商务|undefined|29-34|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 30, ""price_max"": 30, ""fast"": False}]",无,,无,无,,无,无,,无,True,,True,30,,30,30,,30,1.070556402,,,陆迎,"[{'365约车': '11'}, {'365约车': '15'}, {'T3出行': '10'}, {'T3出行': '13'}, {'undefined': '11'}, {'undefined': '14'}, {'undefined': '15-26'}, {'undefined': '29-34'}, {'享道出行': '10'}, {'享道出行': '12'}, {'南京出租': '11'}, {'及时用车': '15'}, {'及时用车': '9'}, {'叮叮出行': '11'}, {'叮叮出行': '15'}, {'妥妥E行': '10'}, {'旅程约车': '10'}, {'旅程约车': '17'}, {'曹操出行': '10'}, {'曹操出行': '13'}, {'有序出行': '11'}, {'有滴出行': '14'}, {'有滴出行': '9'}, {'沛途出行': '11'}, {'沛途出行': '15'}, {'环旅出行': '10'}, {'环旅出行': '16'}, {'神州专车': '11'}, {'神州专车': '15'}, {'聚优出租': '10'}, {'腾飞出行': '10'}, {'腾飞出行': '15'}, {'腾飞新出租': '10'}, {'迪尔出行': '11'}, {'阳光出行': '10'}, {'阳光出行': '11'}, {'鞍马出行': '15'}, {'鞍马出行': '9'}, {'鞍马聚的新出租': '12'}, {'风韵出行': '10'}, {'风韵出行': '15'}, {'首汽约车': '12'}, {'首汽约车': '9'}]",,打个差不多30块钱的车去汉堡王/泰妃殿,,
