model,query,车辆候选列表,id,大类|小类,answer,app,正确答案,category（车大类）,正确答案.1,mode（车小类）,正确答案.2,price,正确答案.3,price_min,正确答案.4,price_max,正确答案.5,think_time,问题,备注,标注人,车型组合
Qwen2.5-32B-Instruct,"

打个特价拼车去笔架山公园，价格不超过50元。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|27-30|
|1|高德地图|     |特惠快车|32-33|
|2|高德地图|经济型|星徽出行|33|
|3|高德地图|经济型|神州专车|33|
|4|高德地图|经济型|东潮出行|33|
|5|高德地图|经济型|旗妙出行|34|
|6|高德地图|经济型|北京新出租|34|
|7|高德地图|经济型|全民GO|34|
|8|高德地图|经济型|妥妥E行|35|
|9|高德地图|经济型|AA出行|35|
|10|高德地图|经济型|T3出行|35|
|11|高德地图|经济型|聚的新出租|35|
|12|高德地图|经济型|900出行|36|
|13|高德地图|经济型|首汽约车|36|
|14|高德地图|经济型|飞嘀打车|37|
|15|高德地图|特快车|undefined|38|
|16|高德地图|出租车|undefined|44|
|17|高德地图|优享型|腾飞出行|45|
|18|高德地图|优享型|神州专车|45|
|19|高德地图|优享型|妥妥E行|47|
|20|高德地图|优享型|AA出行|48|
|21|高德地图|优享型|环旅出行|48|
|22|高德地图|优享型|风韵出行|48|
|23|高德地图|优享型|中交出行|48|
|24|高德地图|优享型|及时用车|49|
|25|高德地图|优享型|飞嘀打车|49|
|26|高德地图|优享型|阳光出行|49|
|27|高德地图|轻享专车|undefined|54|
|28|高德地图|品质专车|undefined|58|
|29|高德地图|六座商务|undefined|65|
|30|高德地图|豪华型|undefined|87-89|",0,     |极速拼车,"[{""app"": ""无"", ""category"": ""特价拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 30, ""fast"": False}]",无,,特价拼车,无,无,极速拼车,True,,0,,50,,1.089539051,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,"[{'经济型': '星徽出行'}, {'优享型': '风韵出行'}, {'优享型': '中交出行'}, {'优享型': '及时用车'}, {'': '极速拼车'}, {'经济型': '首汽约车'}, {'经济型': '妥妥E行'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'经济型': 'T3出行'}, {'优享型': 'AA出行'}, {'豪华型': 'undefined'}, {'优享型': '环旅出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'优享型': '神州专车'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'经济型': '聚的新出租'}, {'优享型': '阳光出行'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'六座商务': 'undefined'}, {'优享型': '妥妥E行'}, {'经济型': '旗妙出行'}, {'优享型': '腾飞出行'}, {'经济型': '北京新出租'}, {'经济型': '神州专车'}, {'优享型': '飞嘀打车'}, {'经济型': '全民GO'}, {'经济型': '东潮出行'}]"
Qwen2.5-32B-Instruct,"

预约六座商务车到白石龙地铁站。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|49-52|
|1|高德地图|     |特惠快车|56-57|
|2|高德地图|经济型|如祺出行|60|
|3|高德地图|经济型|神州专车|60|
|4|高德地图|经济型|旗妙出行|60|
|5|高德地图|经济型|北京的士|60|
|6|高德地图|经济型|北京新出租|60|
|7|高德地图|经济型|5U出行|60|
|8|高德地图|经济型|妥妥E行|60|
|9|高德地图|经济型|T3出行|61|
|10|高德地图|经济型|AA出行|61|
|11|高德地图|经济型|享道出行|61|
|12|高德地图|经济型|聚的新出租|62|
|13|高德地图|经济型|有序出行|62|
|14|高德地图|经济型|900出行|62|
|15|高德地图|经济型|中交出行|64|
|16|高德地图|经济型|首汽约车|64|
|17|高德地图|经济型|飞嘀打车|64|
|18|高德地图|经济型|阳光出行|64|
|19|高德地图|特快车|undefined|69|
|20|高德地图|出租车|undefined|76|
|21|高德地图|优享型|神州专车|82|
|22|高德地图|优享型|东潮出行|82|
|23|高德地图|优享型|全民GO|82|
|24|高德地图|优享型|AA出行|83|
|25|高德地图|优享型|享道出行|83|
|26|高德地图|优享型|环旅出行|83|
|27|高德地图|优享型|首汽约车|83|
|28|高德地图|优享型|飞嘀打车|85|
|29|高德地图|优享型|火箭出行|85|
|30|高德地图|优享型|阳光出行|85|
|31|高德地图|轻享专车|undefined|89|
|32|高德地图|品质专车|undefined|98|
|33|高德地图|六座商务|undefined|110|
|34|高德地图|豪华型|undefined|139-143|",33,六座商务|undefined,"[{""app"": ""无"", ""category"": ""商务车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,商务车,六座商务,无,,False,,0,,0,,1.056258202,直接命中车大类关键字但answer中没有或错误,,杨丽丽,"[{'优享型': '享道出行'}, {'': '极速拼车'}, {'经济型': '首汽约车'}, {'经济型': '阳光出行'}, {'经济型': '妥妥E行'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'优享型': '火箭出行'}, {'经济型': 'T3出行'}, {'优享型': 'AA出行'}, {'豪华型': 'undefined'}, {'经济型': '如祺出行'}, {'优享型': '环旅出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'经济型': '中交出行'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'优享型': '神州专车'}, {'经济型': '享道出行'}, {'优享型': '全民GO'}, {'优享型': '东潮出行'}, {'经济型': '5U出行'}, {'经济型': '聚的新出租'}, {'优享型': '首汽约车'}, {'优享型': '阳光出行'}, {'经济型': '北京的士'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'六座商务': 'undefined'}, {'经济型': '旗妙出行'}, {'经济型': '有序出行'}, {'经济型': '北京新出租'}, {'经济型': '神州专车'}, {'优享型': '飞嘀打车'}]"
Qwen2.5-32B-Instruct,"

预约特惠快车到红山动物园北门，需携带宠物。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|34-36|
|1|高德地图|     |特惠快车|38-41|
|2|高德地图|经济型|腾飞出行|41|
|3|高德地图|经济型|星徽出行|41|
|4|高德地图|经济型|如祺出行|41|
|5|高德地图|经济型|神州专车|42|
|6|高德地图|经济型|东潮出行|42|
|7|高德地图|经济型|北京的士|42|
|8|高德地图|经济型|全民GO|42|
|9|高德地图|经济型|5U出行|42|
|10|高德地图|经济型|妥妥E行|42|
|11|高德地图|经济型|AA出行|43|
|12|高德地图|经济型|享道出行|44|
|13|高德地图|经济型|聚的新出租|44|
|14|高德地图|经济型|有序出行|44|
|15|高德地图|经济型|900出行|44|
|16|高德地图|经济型|深圳出租|45|
|17|高德地图|经济型|飞嘀打车|45|
|18|高德地图|经济型|阳光出行|45|
|19|高德地图|特快车|undefined|47|
|20|高德地图|出租车|undefined|54|
|21|高德地图|优享型|腾飞出行|56|
|22|高德地图|优享型|东潮出行|57|
|23|高德地图|优享型|旗妙出行|57|
|24|高德地图|优享型|斑马快跑|57|
|25|高德地图|优享型|AA出行|57|
|26|高德地图|优享型|环旅出行|58|
|27|高德地图|优享型|风韵出行|58|
|28|高德地图|优享型|首汽约车|58|
|29|高德地图|优享型|火箭出行|60|
|30|高德地图|轻享专车|undefined|63|
|31|高德地图|品质专车|undefined|68|
|32|高德地图|六座商务|undefined|78|
|33|高德地图|豪华型|undefined|102-104|",1,     |特惠快车,"[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,特惠快车,无,无,特惠快车,False,,0,,0,,1.11213088,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,"[{'经济型': '星徽出行'}, {'优享型': '风韵出行'}, {'': '极速拼车'}, {'经济型': '阳光出行'}, {'经济型': '妥妥E行'}, {'经济型': '深圳出租'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'优享型': '火箭出行'}, {'优享型': 'AA出行'}, {'优享型': '斑马快跑'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'优享型': '旗妙出行'}, {'经济型': '如祺出行'}, {'优享型': '环旅出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'经济型': '享道出行'}, {'优享型': '东潮出行'}, {'经济型': '5U出行'}, {'经济型': '聚的新出租'}, {'优享型': '首汽约车'}, {'经济型': '北京的士'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'六座商务': 'undefined'}, {'经济型': '有序出行'}, {'优享型': '腾飞出行'}, {'经济型': '神州专车'}, {'经济型': '全民GO'}, {'经济型': '东潮出行'}]"
Qwen2.5-32B-Instruct,"

叫个特惠快车去创新大厦，价格不超28元。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|15-17|
|1|高德地图|     |特惠快车|15-16|
|2|高德地图|经济型|东潮出行|16|
|3|高德地图|经济型|旗妙出行|16|
|4|高德地图|经济型|北京新出租|16|
|5|高德地图|经济型|全民GO|17|
|6|高德地图|经济型|AA出行|18|
|7|高德地图|经济型|深圳出租|18|
|8|高德地图|经济型|享道出行|19|
|9|高德地图|经济型|有序出行|19|
|10|高德地图|经济型|900出行|20|
|11|高德地图|经济型|中交出行|20|
|12|高德地图|经济型|及时用车|20|
|13|高德地图|经济型|首汽约车|20|
|14|高德地图|经济型|飞嘀打车|20|
|15|高德地图|经济型|阳光出行|20|
|16|高德地图|特快车|undefined|22|
|17|高德地图|出租车|undefined|20|
|18|高德地图|优享型|星徽出行|22|
|19|高德地图|优享型|神州专车|22|
|20|高德地图|优享型|东潮出行|22|
|21|高德地图|优享型|旗妙出行|22|
|22|高德地图|优享型|妥妥E行|22|
|23|高德地图|优享型|AA出行|23|
|24|高德地图|优享型|斑马快跑|23|
|25|高德地图|优享型|风韵出行|23|
|26|高德地图|优享型|中交出行|24|
|27|高德地图|优享型|首汽约车|25|
|28|高德地图|优享型|T3出行|25|
|29|高德地图|轻享专车|undefined|25|
|30|高德地图|品质专车|undefined|29|
|31|高德地图|六座商务|undefined|35|
|32|高德地图|豪华型|undefined|56-57|",1,     |特惠快车,"[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 28, ""fast"": False}]",无,,特惠快车,无,无,特惠快车,True,,0,,28,,1.129310846,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,"[{'优享型': '风韵出行'}, {'优享型': '中交出行'}, {'': '极速拼车'}, {'经济型': '首汽约车'}, {'经济型': '阳光出行'}, {'特快车': 'undefined'}, {'经济型': '深圳出租'}, {'品质专车': 'undefined'}, {'优享型': 'AA出行'}, {'优享型': '斑马快跑'}, {'豪华型': 'undefined'}, {'优享型': '旗妙出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'经济型': '中交出行'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'优享型': '神州专车'}, {'经济型': '享道出行'}, {'经济型': '及时用车'}, {'优享型': '东潮出行'}, {'优享型': '星徽出行'}, {'优享型': '首汽约车'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'六座商务': 'undefined'}, {'优享型': '妥妥E行'}, {'经济型': '旗妙出行'}, {'优享型': 'T3出行'}, {'经济型': '有序出行'}, {'经济型': '北京新出租'}, {'经济型': '全民GO'}, {'经济型': '东潮出行'}]"
Qwen2.5-32B-Instruct,"

我要去元芬地铁站，选特价拼车和T3出行。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|20-21|
|1|高德地图|     |特惠快车|24-25|
|2|高德地图|经济型|腾飞出行|24|
|3|高德地图|经济型|北京的士|24|
|4|高德地图|经济型|神州专车|24|
|5|高德地图|经济型|全民GO|25|
|6|高德地图|经济型|斑马快跑|25|
|7|高德地图|经济型|900出行|25|
|8|高德地图|经济型|首汽约车|25|
|9|高德地图|经济型|飞嘀打车|26|
|10|高德地图|经济型|365约车|26|
|11|高德地图|经济型|妥妥E行|26|
|12|高德地图|经济型|享道出行|26|
|13|高德地图|经济型|有序出行|27|
|14|高德地图|经济型|及时用车|27|
|15|高德地图|经济型|阳光出行|27|
|16|高德地图|经济型|星徽出行|27|
|17|高德地图|经济型|如祺出行|27|
|18|高德地图|经济型|旗妙出行|28|
|19|高德地图|经济型|北京新出租|28|
|20|高德地图|经济型|AA出行|28|
|21|高德地图|经济型|T3出行|28|
|22|高德地图|特快车|undefined|27|
|23|高德地图|出租车|undefined|32|
|24|高德地图|优享型|神州专车|33|
|25|高德地图|优享型|旗妙出行|33|
|26|高德地图|优享型|AA出行|35|
|27|高德地图|优享型|曹操出行|35|
|28|高德地图|优享型|环旅出行|35|
|29|高德地图|优享型|风韵出行|36|
|30|高德地图|优享型|中交出行|36|
|31|高德地图|优享型|飞嘀打车|37|
|32|高德地图|轻享专车|undefined|39|
|33|高德地图|品质专车|undefined|43|
|34|高德地图|六座商务|undefined|46|
|35|高德地图|豪华型|undefined|66-69|","0,21","     |极速拼车,经济型|T3出行","[{""app"": ""无"", ""category"": ""特价拼车, 优享型"", ""mode"": ""T3出行"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,"特价拼车, 优享型",无,T3出行,"极速拼车,T3出行",False,,0,,0,,1.219513655,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,"[{'经济型': '星徽出行'}, {'优享型': '风韵出行'}, {'优享型': '中交出行'}, {'': '极速拼车'}, {'经济型': '首汽约车'}, {'经济型': '阳光出行'}, {'经济型': '妥妥E行'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'优享型': '曹操出行'}, {'经济型': 'T3出行'}, {'优享型': 'AA出行'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'优享型': '旗妙出行'}, {'经济型': '365约车'}, {'经济型': '如祺出行'}, {'优享型': '环旅出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'优享型': '神州专车'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'经济型': '享道出行'}, {'经济型': '及时用车'}, {'经济型': '北京的士'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'经济型': '斑马快跑'}, {'六座商务': 'undefined'}, {'经济型': '旗妙出行'}, {'经济型': '有序出行'}, {'经济型': '北京新出租'}, {'经济型': '神州专车'}, {'优享型': '飞嘀打车'}, {'经济型': '全民GO'}]"
Qwen2.5-32B-Instruct,"

要六座商务车去深圳北站，价格82元以内。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|13-16|
|1|高德地图|     |特惠快车|15-18|
|2|高德地图|经济型|腾飞出行|15|
|3|高德地图|经济型|星徽出行|15|
|4|高德地图|经济型|365约车|15|
|5|高德地图|经济型|神州专车|15|
|6|高德地图|经济型|中军出行|15|
|7|高德地图|经济型|如祺出行|16|
|8|高德地图|经济型|北京的士|17|
|9|高德地图|经济型|5U出行|17|
|10|高德地图|经济型|全民GO|17|
|11|高德地图|经济型|AA出行|18|
|12|高德地图|经济型|曹操出行|18|
|13|高德地图|经济型|享道出行|18|
|14|高德地图|经济型|有序出行|19|
|15|高德地图|经济型|首汽约车|19|
|16|高德地图|经济型|飞嘀打车|19|
|17|高德地图|经济型|阳光出行|19|
|18|高德地图|特快车|undefined|21|
|19|高德地图|出租车|undefined|21|
|20|高德地图|优享型|腾飞出行|21|
|21|高德地图|优享型|星徽出行|22|
|22|高德地图|优享型|东潮出行|22|
|23|高德地图|优享型|妥妥E行|22|
|24|高德地图|优享型|曹操出行|22|
|25|高德地图|优享型|斑马快跑|23|
|26|高德地图|优享型|风韵出行|25|
|27|高德地图|优享型|及时用车|25|
|28|高德地图|优享型|T3出行|25|
|29|高德地图|轻享专车|undefined|24|
|30|高德地图|品质专车|undefined|29|
|31|高德地图|六座商务|undefined|29|
|32|高德地图|豪华型|undefined|51-54|",31,六座商务|undefined,"[{""app"": ""无"", ""category"": ""六座商务车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 82, ""fast"": False}]",无,,六座商务车,六座商务,无,,True,,0,,82,,1.138469219,直接命中车大类关键字但answer中没有或错误,,杨丽丽,"[{'经济型': '星徽出行'}, {'优享型': '风韵出行'}, {'优享型': '及时用车'}, {'': '极速拼车'}, {'经济型': '首汽约车'}, {'经济型': '阳光出行'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'优享型': '曹操出行'}, {'优享型': '斑马快跑'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'经济型': '365约车'}, {'经济型': '如祺出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'': '特惠快车'}, {'经济型': '享道出行'}, {'经济型': '中军出行'}, {'优享型': '东潮出行'}, {'经济型': '5U出行'}, {'经济型': '曹操出行'}, {'优享型': '星徽出行'}, {'经济型': '北京的士'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'六座商务': 'undefined'}, {'优享型': '妥妥E行'}, {'优享型': 'T3出行'}, {'经济型': '有序出行'}, {'优享型': '腾飞出行'}, {'经济型': '神州专车'}, {'经济型': '全民GO'}]"
Qwen2.5-32B-Instruct,"

打车去大鹏古城，优先特惠快车或鞍马出行。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|18-18|
|1|高德地图|     |特惠快车|21-22|
|2|高德地图|经济型|腾飞出行|23|
|3|高德地图|经济型|星徽出行|23|
|4|高德地图|经济型|中军出行|24|
|5|高德地图|经济型|神州专车|24|
|6|高德地图|经济型|如祺出行|24|
|7|高德地图|经济型|旗妙出行|25|
|8|高德地图|经济型|飞嘀打车|25|
|9|高德地图|经济型|北京的士|25|
|10|高德地图|经济型|北京新出租|25|
|11|高德地图|经济型|全民GO|26|
|12|高德地图|经济型|首汽约车|26|
|13|高德地图|经济型|AA出行|26|
|14|高德地图|经济型|曹操出行|26|
|15|高德地图|经济型|有序出行|26|
|16|高德地图|经济型|900出行|27|
|17|高德地图|经济型|及时用车|27|
|18|高德地图|经济型|深圳出租|27|
|19|高德地图|经济型|T3出行|27|
|20|高德地图|特快车|undefined|27|
|21|高德地图|出租车|undefined|30|
|22|高德地图|优享型|星徽出行|31|
|23|高德地图|优享型|神州专车|31|
|24|高德地图|优享型|旗妙出行|32|
|25|高德地图|优享型|享道出行|32|
|26|高德地图|优享型|中交出行|32|
|27|高德地图|优享型|首汽约车|32|
|28|高德地图|优享型|T3出行|34|
|29|高德地图|优享型|阳光出行|34|
|30|高德地图|轻享专车|undefined|39|
|31|高德地图|品质专车|undefined|42|
|32|高德地图|六座商务|undefined|44|
|33|高德地图|豪华型|undefined|64-65|",1,     |特惠快车,"[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""鞍马出行"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,特惠快车,无,鞍马出行,特惠快车,False,,0,,0,,1.143912315,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,"[{'优享型': '享道出行'}, {'经济型': '星徽出行'}, {'优享型': '中交出行'}, {'': '极速拼车'}, {'经济型': '首汽约车'}, {'特快车': 'undefined'}, {'经济型': '深圳出租'}, {'品质专车': 'undefined'}, {'经济型': 'T3出行'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'优享型': '旗妙出行'}, {'经济型': '如祺出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'优享型': '神州专车'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'经济型': '中军出行'}, {'经济型': '及时用车'}, {'经济型': '曹操出行'}, {'优享型': '星徽出行'}, {'经济型': '北京的士'}, {'优享型': '首汽约车'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'优享型': '阳光出行'}, {'六座商务': 'undefined'}, {'经济型': '旗妙出行'}, {'优享型': 'T3出行'}, {'经济型': '有序出行'}, {'经济型': '北京新出租'}, {'经济型': '神州专车'}, {'经济型': '全民GO'}]"
Qwen2.5-32B-Instruct,"

叫辆特价拼车去梅村。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|51-52|
|1|高德地图|     |特惠快车|54-55|
|2|高德地图|经济型|中军出行|60|
|3|高德地图|经济型|365约车|60|
|4|高德地图|经济型|神州专车|60|
|5|高德地图|经济型|东潮出行|60|
|6|高德地图|经济型|5U出行|61|
|7|高德地图|经济型|全民GO|62|
|8|高德地图|经济型|AA出行|63|
|9|高德地图|经济型|曹操出行|63|
|10|高德地图|经济型|聚的新出租|64|
|11|高德地图|经济型|斑马快跑|64|
|12|高德地图|经济型|及时用车|64|
|13|高德地图|经济型|深圳出租|64|
|14|高德地图|经济型|飞嘀打车|64|
|15|高德地图|经济型|阳光出行|64|
|16|高德地图|特快车|undefined|70|
|17|高德地图|出租车|undefined|76|
|18|高德地图|优享型|星徽出行|81|
|19|高德地图|优享型|东潮出行|81|
|20|高德地图|优享型|旗妙出行|81|
|21|高德地图|优享型|AA出行|82|
|22|高德地图|优享型|曹操出行|82|
|23|高德地图|优享型|享道出行|84|
|24|高德地图|优享型|斑马快跑|84|
|25|高德地图|优享型|风韵出行|84|
|26|高德地图|优享型|T3出行|84|
|27|高德地图|优享型|火箭出行|85|
|28|高德地图|优享型|阳光出行|85|
|29|高德地图|轻享专车|undefined|92|
|30|高德地图|品质专车|undefined|102|
|31|高德地图|六座商务|undefined|111|
|32|高德地图|豪华型|undefined|136-138|",0,     |极速拼车,"[{""app"": ""无"", ""category"": ""特价拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,特价拼车,无,无,极速拼车,False,,0,,0,,1.080587626,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,"[{'优享型': '享道出行'}, {'优享型': '风韵出行'}, {'': '极速拼车'}, {'经济型': '阳光出行'}, {'特快车': 'undefined'}, {'经济型': '深圳出租'}, {'品质专车': 'undefined'}, {'优享型': '火箭出行'}, {'优享型': '曹操出行'}, {'优享型': 'AA出行'}, {'优享型': '斑马快跑'}, {'豪华型': 'undefined'}, {'优享型': '旗妙出行'}, {'经济型': '365约车'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'': '特惠快车'}, {'经济型': '中军出行'}, {'经济型': '及时用车'}, {'优享型': '东潮出行'}, {'经济型': '5U出行'}, {'经济型': '聚的新出租'}, {'经济型': '曹操出行'}, {'优享型': '星徽出行'}, {'优享型': '阳光出行'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'经济型': '斑马快跑'}, {'六座商务': 'undefined'}, {'优享型': 'T3出行'}, {'经济型': '神州专车'}, {'经济型': '全民GO'}, {'经济型': '东潮出行'}]"
Qwen2.5-32B-Instruct,"

打特价拼车和极速拼车去深圳北站，尽快。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|3.95|
|1|滴滴|推荐|特惠快车|4.90|
|2|滴滴|推荐|滴滴快车|6.61|
|3|滴滴|推荐|特快出租车|6.70|
|4|滴滴|拼车|特价拼车|4.22-5.38|
|5|滴滴|拼车|极速拼车|3.15-4.60|
|6|滴滴|特价|花小猪外接版|3.50|
|7|滴滴|特价|惊喜特价|4.95|
|8|滴滴|快速|曹操出行|7.26|
|9|滴滴|快速|出租车|8.95|
|10|滴滴|快速|滴滴轻享|10.00|
|11|滴滴|快速|滴滴特快|10.79|
|12|滴滴|快速|滴滴优享|10.97|
|13|滴滴|舒适|滴滴专车|10.15|
|14|滴滴|舒适|滴滴豪华车|10.22|
|15|滴滴|六座|六座专车|18.85|
|16|滴滴|六座|六座豪华车|19.78|","4,5","拼车|特价拼车,极速拼车","[{""app"": ""无"", ""category"": ""特价拼车, 极速拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": True}]",无,,"特价拼车, 极速拼车",拼车,无,"特价拼车,极速拼车",False,,0,,0,,1.216183662,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,"[{'拼车': '极速拼车'}, {'六座': '六座豪华车'}, {'快速': '曹操出行'}, {'舒适': '滴滴专车'}, {'推荐': '滴滴快车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}, {'特价': '惊喜特价'}, {'快速': '滴滴轻享'}, {'快速': '滴滴优享'}, {'拼车': '特价拼车'}, {'快速': '滴滴特快'}, {'六座': '六座专车'}, {'推荐': '特快出租车'}, {'特价': '花小猪外接版'}, {'推荐': '花小猪正价版'}, {'快速': '出租车'}]"
Qwen2.5-32B-Instruct,"

叫个特惠快车去深圳天文台，要最快到的。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|14.89|
|1|滴滴|推荐|特惠快车|16.01|
|2|滴滴|推荐|滴滴快车|16.31|
|3|滴滴|拼车|特价拼车|14.76-16.25|
|4|滴滴|特价|花小猪外接版|20.37|
|5|滴滴|特价|惊喜特价|22.53|
|6|滴滴|快速|曹操出行|32.28|
|7|滴滴|快速|出租车|34.12|
|8|滴滴|快速|滴滴轻享|34.69|
|9|滴滴|快速|滴滴特快|34.84|
|10|滴滴|舒适|滴滴专车|52.90|
|11|滴滴|舒适|滴滴豪华车|55.96|
|12|滴滴|六座|六座专车|77.90|
|13|滴滴|六座|六座豪华车|80.27|",1,推荐|特惠快车,"[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": True}]",无,,特惠快车,无,无,特惠快车,False,,0,,0,,1.100845814,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,"[{'六座': '六座豪华车'}, {'快速': '曹操出行'}, {'舒适': '滴滴专车'}, {'推荐': '滴滴快车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}, {'特价': '惊喜特价'}, {'快速': '滴滴轻享'}, {'拼车': '特价拼车'}, {'快速': '滴滴特快'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'推荐': '花小猪正价版'}, {'快速': '出租车'}]"
