query,车辆候选列表,车型组合,category,category正确答案,mode,mode正确答案
从北京中关村到环球影城，25-30元之间，叫特惠快车,[],[],,[],,[]
上海迪士尼到虹桥站，费用≈40元，预约花小猪外接版车型的车,[],[],,[],,[]
广州长隆到南站，预算18-22元，选曹操出行车型的车,[],[],,[],,[]
深圳腾讯大厦到宝安机场，不超过35元，用特快出租车,[],[],,经济型,,环旅出行
成都熊猫基地到锦里，15元左右，下单滴滴特快,[],[],,经济型,,神州专车，迪尔出行
杭州阿里巴巴到千岛湖，50元内，叫出租车,[],[],,经济型,,叮叮出行，环旅出行
南京中山陵到雨花台，12-15元区间，用滴滴快车,[],[],,特惠快车，经济型,,曹操出行，特惠快车
重庆磁器口到朝天门，费用≤25元，选滴滴专车,[],[],,优享型,,阳光出行
西安兵马俑到回民街，预算≈50元，预约滴滴豪华车,[],[],,[],,[]
武汉黄鹤楼到东湖，30元封顶，下单六座专车,[],[],,[],,[]
北京八达岭长城到南锣鼓巷，跨城价≤80元，选城际拼车,[],[],,拼车，经济型,,T3出行，享道出行，极速拼车，鞍马聚的新出租
上海崇明岛到陆家嘴，夜间加价≤100元，用滴滴包车,[],[],,经济型,,沛途出行
广州白云机场到珠海横琴，拼车价≈60元，指定特价拼车,[],[],,[],,[]
深圳盐田港到香港关口，通关费≤120元，叫特快出租车,[],[],,经济型,,环旅出行
成都青城山到都江堰，包车价≈90元，选六座专车,[],[],,[],,[]
杭州宋城到乌镇，跨城预估价±10元，用“滴滴快车”车型的车,[],[],,[],,[]
南京牛首山到扬州，费用对标专车价55元，下单曹操出行车型的车,[],[],,[],,[]
重庆武隆到黔江，多日行程价≤300元，预约滴滴包车,[],[],,经济型,,沛途出行
西安华山到兵马俑，节假日价≈150元，选舒适型车,[],[],,[],,[]
武汉木兰草原到汉口站，拼满4人价≤20元/人，用极速拼车,[],[],,拼车，经济型,,T3出行，享道出行，极速拼车
北京西直门到中关村，预算刚好28元，同时呼叫滴滴快车和花小猪正价版,[],[],,[],,[]
上海徐家汇到静安寺，车费必须25元，组合曹操出行和特惠快车,[],[],,[],,[]
广州天河城到珠江新城，一口价18元，混合特价拼车和极速拼车,[],[],,[],,[]
深圳罗湖口岸到福田CBD，严格卡死35元，同步出租车和滴滴专车,[],[],,[],,[]
成都锦里到宽窄巷子，固定价12元，双选惊喜特价和特惠快车,[],[],,优享型，特惠快车,,T3出行，特惠快车
杭州武林广场到西湖，必须15元，花小猪外接版车型的车和曹操出行车型的车,[],[],,出租,,出租车
南京鼓楼到新街口，锁定价格9元，组合极速拼车和出租车,[],[],,经济型,,享道出行
重庆观音桥到解放碑，绝对不超过10元，混合特惠快车和花小猪外接版,[],[],,经济型,,腾飞出行，鞍马出行
西安小寨到大雁塔，固定预算14元，选滴滴快车车型和特价拼车车型,[],[],,经济型,,叮叮出行，曹操出行
武汉汉口站到江汉路，死死压在20元，组合曹操出行和特快出租车,[],[],,经济型,,环旅出行，风韵出行
北京望京到国贸，30元到35元之间，混合六座专车和滴滴快车,[],[],,[],,[]
上海虹桥机场到迪士尼，差不多40元，同步滴滴专车和特惠快车,[],[],,经济型,,旅程约车
广州越秀到番禺，预算18元上下，组合特快出租车和花小猪正价版,[],[],,[],,[]
深圳蛇口到华侨城，25元左右浮动，双选曹操出行车型的车和极速拼车车型的车,[],[],,[],,[]
成都春熙路到东郊记忆，20元内解决，混合特价拼车和滴滴快车,[],[],,拼车，特惠快车，经济型,,T3出行，享道出行，及时用车，叮叮出行，曹操出行，极速拼车，特惠快车，环旅出行，神州专车，腾飞出行，迪尔出行，风韵出行
杭州钱江新城到西溪湿地，最多28元，联动滴滴专车和出租车,[],[],,优享型，经济型,,叮叮出行，环旅出行，阳光出行
南京奥体中心到夫子庙，18元到22元区间，组合花小猪外接版和特惠快车,[],[],,[],,[]
重庆南坪到江北嘴，预算不超过15元，同步惊喜特价和极速拼车,[],[],,优享型，拼车，经济型,,T3出行，享道出行，南京出租，极速拼车
西安曲江到钟楼，大约12元，混合出租车和曹操出行,[],[],,经济型,,风韵出行
武汉光谷到楚河汉街，卡死25元内，双选滴滴快车车型和特快出租车车型,[],[],,特惠快车，经济型,,曹操出行，特惠快车，环旅出行，神州专车，腾飞出行，迪尔出行
北京首都机场到天津市区，至少80元，组合滴滴豪华车和城际拼车,[],[],,[],,[]
上海浦东到苏州金鸡湖，预算100元左右，混合六座专车和滴滴包车,[],[],,[],,[]
广州白云机场到深圳宝安，不低于120元，同步特快出租车和滴滴专车,[],[],,[],,[]
深圳到珠海长隆，差不多150元，双选城际拼车和滴滴豪华车,[],[],,[],,[]
